현재EC(dS),현재PH(pH),누적일사(J),J/Day,EC급액,pH급액,내부CO2,습도,평균온도
3.2,4.68,273.0,1382.0,4.408470213744861,5.663952650049459,457.51558133923635,87.87720376863884,19.006056864264373
3.22,4.433333333333334,273.0,1382.0,4.408470213744861,5.663952650049459,457.51558133923635,87.87720376863884,19.006056864264373
3.2233333333333336,4.326666666666666,273.0,1382.0,4.408470213744861,5.663952650049459,457.51558133923635,87.87720376863885,19.006056864264373
3.313333333333333,3.706666666666667,0.0,1382.0,4.750510680739935,5.716648392178394,423.4532018147129,87.4167803818965,17.051469383005003
3.2466666666666666,4.17,273.0,1382.0,4.408470213744861,5.663952650049459,457.51558133923635,87.87720376863885,19.006056864264373
3.2466666666666666,3.96,273.0,1382.0,4.408470213744861,5.663952650049459,457.51558133923635,87.87720376863885,19.006056864264373
3.31,3.773333333333333,273.0,1382.0,4.408470213744861,5.663952650049459,457.51558133923635,87.87720376863885,19.006056864264373
3.3666666666666667,3.6600000000000006,236.6,1234.1333333333334,4.750510680739935,5.716648392178394,423.4532018147129,87.4167803818965,17.051469383005003
3.3466666666666667,3.7,0.0,1382.0,4.750510680739935,5.716648392178394,423.4532018147129,87.4167803818965,17.051469383005003
3.3399999999999994,3.663333333333333,0.0,1382.0,4.750510680739935,5.716648392178394,423.4532018147129,87.4167803818965,17.051469383005003
3.35,3.6,0.0,1382.0,4.750510680739935,5.716648392178394,423.4532018147129,87.4167803818965,17.051469383005003
3.323333333333333,3.566666666666667,0.0,1382.0,4.750510680739935,5.716648392178394,423.4532018147129,87.4167803818965,17.051469383005003
3.3766666666666665,3.513333333333333,0.1333333333333333,1382.0,4.750510680739935,5.716648392178394,423.4532018147129,87.4167803818965,17.051469383005003
3.4,3.5166666666666666,6.266666666666667,1382.0,4.750510680739935,5.716648392178394,423.4532018147129,87.4167803818965,17.051469383005003
3.4,3.5,30.8,1382.0,4.750510680739935,5.716648392178394,423.4532018147129,87.4167803818965,17.051469383005003
3.393333333333333,3.563333333333333,0.0,273.0,3.6497947724377604,5.3302022830493385,580.6378003974959,97.6752063361732,19.98842888026361
3.4,3.5,0.0,273.0,3.6497947724377604,5.3302022830493385,580.6378003974959,97.6752063361732,19.98842888026361
3.486666666666667,3.373333333333333,35.9,273.0,3.6555801895502165,5.335649943021861,599.51829968131,97.69076339694668,20.29932542795574
3.493333333333333,3.353333333333333,63.93333333333333,273.0,3.6555801895502165,5.335649943021861,599.51829968131,97.69076339694668,20.29932542795574
3.49,3.3566666666666665,84.8,273.0,3.6497947724377604,5.330202283049339,580.6378003974959,97.6752063361732,19.98842888026361
2.746666666666667,4.890000000000001,103.86666666666666,273.0,3.6497947724377604,5.3302022830493385,580.637800397496,97.6752063361732,19.98842888026361
2.813333333333333,4.7733333333333325,119.5,273.0,3.4606900141509818,5.289466044688073,593.3527352205872,97.65944699539106,19.76588884301966
2.85,4.616666666666666,129.8,273.0,3.2550752588359955,5.270894882564687,586.5751429419906,97.61737379003044,19.129178591291478
2.8866666666666667,4.473333333333334,131.0,273.0,2.8108137300295417,5.1801274811799445,572.3027107499051,99.86661818703229,19.046089218236787
2.9,4.316666666666666,131.0,273.0,2.8108137300295413,5.1801274811799445,572.3027107499053,99.86661818703229,19.046089218236787
2.9,4.037037037037037,131.0,273.0,2.8108137300295413,5.1801274811799445,572.3027107499053,99.86661818703229,19.046089218236787
2.9,3.83,131.0,273.0,2.8108137300295413,5.1801274811799445,572.3027107499053,99.86661818703229,19.046089218236787
3.4,3.466666666666667,0.0,273.0,3.6497947724377604,5.3302022830493385,580.6378003974959,97.6752063361732,19.98842888026361
2.9,3.7233333333333336,0.0,273.0,3.6497947724377604,5.3302022830493385,580.6378003974959,97.6752063361732,19.98842888026361
2.9266666666666667,3.673333333333333,0.0,273.0,3.6497947724377604,5.3302022830493385,580.6378003974959,97.6752063361732,19.98842888026361
2.9633333333333334,3.533333333333333,0.0,273.0,3.6497947724377604,5.3302022830493385,580.6378003974959,97.6752063361732,19.98842888026361
2.9866666666666664,3.4833333333333334,0.0,227.5,3.6497947724377604,5.330202283049339,580.6378003974959,97.6752063361732,19.98842888026361
3.4,3.42,0.0,273.0,3.6497947724377604,5.3302022830493385,580.6378003974959,97.6752063361732,19.98842888026361
3.4,3.4,0.0,273.0,3.6497947724377604,5.3302022830493385,580.6378003974959,97.6752063361732,19.98842888026361
3.42,3.4,0.0,273.0,3.6497947724377604,5.3302022830493385,580.6378003974959,97.6752063361732,19.98842888026361
3.443333333333333,3.4,0.0,273.0,3.6497947724377604,5.3302022830493385,580.6378003974959,97.6752063361732,19.98842888026361
3.45,3.4,0.0,273.0,3.6497947724377604,5.3302022830493385,580.6378003974959,97.6752063361732,19.98842888026361
3.466666666666667,3.4,2.1,273.0,3.6555801895502165,5.335649943021861,599.51829968131,97.69076339694668,20.29932542795574
3.486666666666667,3.39,15.833333333333334,273.0,3.6555801895502165,5.335649943021861,599.51829968131,97.69076339694668,20.29932542795574
2.99,3.4266666666666667,0.0,0.0,3.2042150611052227,5.345836616437376,599.5888163298157,96.12587536921669,24.11095560473127
2.996666666666667,3.4,0.0,0.0,3.2042150611052227,5.345836616437376,599.5888163298157,96.12587536921669,24.11095560473127
2.9866666666666664,4.976666666666668,294.3,0.0,4.4734201167000185,5.57702202150328,553.4698820431487,91.90438457275691,29.05006670286533
2.9433333333333334,4.98,452.06666666666666,0.0,4.4734201167000185,5.5770220215032795,553.4698820431487,91.90438457275691,29.05006670286533
2.6300000000000003,4.963333333333334,613.9333333333333,0.0,5.116504184906199,5.625432708576449,530.0803886659835,91.58737230529752,28.322479961929417
3.0733333333333333,5.006666666666666,757.6,0.0,5.20657439767439,5.637461847342066,506.7930233897594,90.9876855311225,27.753195794507548
2.8466666666666662,4.95,860.8,0.0,5.09480439156762,5.622728694921732,437.2283730542137,99.85622062421119,21.4694327904369
2.98,4.81,945.7666666666668,0.0,5.016355395724924,5.632821256719485,421.04864271713507,99.79894011162692,20.074748970212177
3.0,4.763333333333334,997.2666666666668,0.0,4.9601141500361425,5.642697661669779,417.68954350837055,99.74861148553643,18.92942537516247
3.006666666666667,4.66,1023.2333333333332,0.0,4.859392762571055,5.663352623809798,463.3974683890753,99.57844478944402,18.067031124099707
3.0384615384615383,4.546153846153846,1025.0,0.0,4.8358457904136785,5.670484469166515,486.9809222409229,99.52883552775751,18.189007267127657
3.019047619047619,4.495238095238095,1025.0,0.0,4.8358457904136785,5.670484469166515,486.9809222409229,99.52883552775751,18.189007267127657
3.0,3.4,0.0,0.0,3.2042150611052227,5.345836616437376,599.5888163298157,96.12587536921669,24.11095560473127
3.0,4.122222222222223,1025.0,0.0,4.8358457904136785,5.670484469166515,486.9809222409229,99.52883552775751,18.189007267127664
3.0,3.9766666666666666,1025.0,0.0,4.8358457904136785,5.670484469166515,486.98092224092295,99.52883552775751,18.18900726712766
3.0,3.85,854.1666666666666,170.83333333333334,4.831739316083782,5.675423912465484,505.36760265329406,99.5243028809534,18.322200875375085
3.0,3.3866666666666663,0.0,0.0,3.2042150611052227,5.345836616437376,599.5888163298157,96.12587536921669,24.11095560473127
3.0,3.393333333333333,0.0,0.0,3.2042150611052227,5.345836616437376,599.5888163298157,96.12587536921669,24.11095560473127
3.003333333333333,3.373333333333333,0.0,0.0,3.2042150611052227,5.345836616437376,599.5888163298157,96.12587536921669,24.11095560473127
3.0133333333333336,3.3833333333333333,0.0,0.0,3.2042150611052227,5.345836616437376,599.5888163298157,96.12587536921669,24.11095560473127
3.053333333333333,3.3866666666666663,4.4,0.0,3.2042150611052227,5.345836616437376,599.5888163298157,96.12587536921669,24.110955604731274
3.0266666666666664,3.466666666666667,46.0,0.0,3.1857896908845036,5.345789448959847,596.4571541984834,96.14122641008967,25.003704951917992
2.9733333333333336,4.976666666666668,142.26666666666668,0.0,4.038151517307043,5.499599654109148,567.0760158775178,91.91526255200246,27.40124912807129
3.0700000000000003,3.863333333333333,0.0,1025.0,4.7608034894609865,5.718780216826996,439.4932982134677,86.96062535209956,17.008906962895104
3.103333333333333,3.7766666666666655,0.0,1025.0,4.7608034894609865,5.718780216826996,439.4932982134677,86.96062535209956,17.008906962895104
3.033333333333333,4.976666666666668,332.6333333333333,1025.0,4.07592984648634,5.527470977411539,432.17983751940767,96.25745308884109,22.460328220908917
2.5966666666666667,5.02,444.1,1025.0,4.038287849003142,5.492259022599585,438.60146486103497,96.25613575550776,21.854943293123988
2.83,4.989999999999999,593.2,1025.0,5.590169298061704,5.632394274472721,556.5468824567181,91.95726342268041,30.369961289102065
2.683333333333333,5.066666666666666,802.6666666666666,1025.0,5.702658971108358,5.631973579803803,515.9492598816909,97.14640150117454,30.406225924087714
2.8833333333333333,5.006666666666666,949.5666666666668,1025.0,5.367335850714776,5.609293188752306,489.2539769758412,99.9981496627907,31.520844097294958
3.1300000000000003,4.8533333333333335,1133.9,1025.0,5.215605093511842,2785.4621358109644,471.3419645864524,96.06960421815009,29.22953428713465
3.2033333333333336,4.796666666666667,1238.1666666666667,1025.0,5.269681953453433,5.611350062550987,476.93861053278914,99.70847235311614,20.261765950347588
3.25,4.7733333333333325,1258.5666666666666,1025.0,5.160684601145569,5.612832495677112,524.2633974828971,99.60057311077732,18.01132071742952
3.2666666666666666,4.69,1259.0,1025.0,5.1409506150244875,5.6131807076363796,539.223409181602,99.54734133406308,18.15770720010746
3.2966666666666664,4.616666666666666,1259.0,1025.0,5.1409506150244875,5.6131807076363796,539.223409181602,99.54734133406308,18.15770720010746
3.1133333333333337,3.686666666666667,0.0,1025.0,4.7608034894609865,5.718780216826996,439.4932982134677,86.96062535209956,17.008906962895104
3.3,4.506666666666666,1259.0,1025.0,5.140950615024488,5.613180707636379,539.2234091816022,99.54734133406306,18.15770720010746
3.3,4.363333333333333,1259.0,1025.0,5.140950615024488,5.613180707636379,539.2234091816022,99.54734133406306,18.15770720010746
3.3,4.23,1259.0,1025.0,5.140950615024488,5.613180707636379,539.223409181602,99.54734133406306,18.15770720010746
3.3,4.096666666666667,1049.1666666666667,1064.0,4.943707559703544,5.653113182409061,480.36412114121566,99.59241664203911,18.19973717766444
3.136666666666667,3.6133333333333337,0.0,1025.0,4.7608034894609865,5.718780216826996,439.4932982134677,86.96062535209956,17.008906962895104
3.1600000000000006,3.563333333333333,0.0,1025.0,4.7608034894609865,5.718780216826996,439.4932982134677,86.96062535209956,17.008906962895104
3.186666666666667,3.5,0.0,1025.0,4.7608034894609865,5.718780216826996,439.4932982134677,86.96062535209956,17.008906962895104
3.19,3.496666666666667,0.0,1025.0,4.7608034894609865,5.718780216826996,439.4932982134677,86.96062535209956,17.008906962895104
3.193333333333334,3.49,6.066666666666666,1025.0,4.7608034894609865,5.718780216826996,439.4932982134677,86.96062535209956,17.008906962895104
3.043333333333334,3.9766666666666666,75.96666666666667,1025.0,4.072500389143938,5.575842914928115,461.96135019154843,97.39865737435898,24.976473488257852
2.75,4.966666666666667,219.86666666666667,1025.0,4.072500389143938,5.575842914928115,461.96135019154843,97.39865737435898,24.976473488257852
3.3,3.9166666666666665,0.0,1259.0,4.750510680739935,5.716648392178394,423.4532018147129,87.4167803818965,17.051469383005003
3.3,3.7633333333333336,0.0,1259.0,4.750510680739935,5.716648392178394,423.4532018147129,87.4167803818965,17.051469383005003
2.873333333333333,5.033333333333333,310.46666666666664,1259.0,3.6260400946157185,5.512304364628368,470.24841461300696,87.73279540991902,25.522481839034494
2.9366666666666665,4.94,426.6333333333333,1259.0,3.8665710854141317,5.500533108997429,480.92621920721786,90.86166247748352,22.42746469540471
3.1166666666666667,4.92,495.6,1259.0,4.164960949288477,5.523530400142432,463.5283020663119,90.28387959300821,22.966471581359638
3.163333333333333,4.89,570.0666666666667,1259.0,4.629200675985045,5.518017658404624,476.7515625781986,92.93354531524696,22.195211208019565
2.786666666666666,4.97,636.3333333333334,1259.0,5.312205931291567,5.580709693626028,464.142218164444,91.20246858007572,22.061967594594826
2.9033333333333333,4.886666666666668,684.6333333333333,1259.0,6.537649379943767,5.744942344825492,388.28179399944656,90.87893225174744,19.878879991490905
2.9366666666666665,4.83,705.7333333333333,1259.0,6.034109542083296,5.67653613767628,383.0892153633446,93.68779484859674,18.992880933554023
2.97,4.79,708.0,1259.0,6.025976922373137,5.672462346876459,386.7256846829311,93.67328141843974,18.68067509993576
2.97,4.706666666666666,708.0,1259.0,6.025976922373137,5.672462346876459,386.7256846829311,93.67328141843973,18.68067509993576
2.91,4.593333333333333,708.0,1259.0,6.025976922373137,5.672462346876459,386.7256846829311,93.67328141843973,18.68067509993576
3.303333333333333,3.6666666666666665,0.0,1259.0,4.750510680739935,5.716648392178394,423.4532018147129,87.4167803818965,17.051469383005003
2.9,4.48,708.0,1259.0,6.025976922373137,5.672462346876459,386.7256846829311,93.67328141843973,18.68067509993576
2.9066666666666667,4.356666666666667,708.0,1259.0,6.025976922373137,5.672462346876459,386.7256846829311,93.67328141843973,18.68067509993576
2.9733333333333336,4.216666666666667,708.0,1259.0,6.01241634488732,5.66859498891343,391.878110101645,93.64911184651866,18.4289441626139
3.0,4.0633333333333335,590.0,1167.1666666666667,4.04961381363005,5.342063113435897,557.5164218703295,99.64377749297299,17.302742674306494
3.316666666666667,3.58,0.0,1259.0,4.750510680739935,5.716648392178394,423.4532018147129,87.4167803818965,17.051469383005003
3.303333333333333,3.5,0.0,1259.0,4.750510680739935,5.716648392178394,423.4532018147129,87.4167803818965,17.051469383005003
3.35,3.4833333333333334,0.0,1259.0,4.750510680739935,5.716648392178394,423.4532018147129,87.4167803818965,17.051469383005003
3.37,3.4766666666666666,0.0,1259.0,4.750510680739935,5.716648392178394,423.4532018147129,87.4167803818965,17.051469383005003
3.3766666666666665,3.453333333333333,4.9,1259.0,4.750510680739935,5.716648392178394,423.4532018147129,87.4167803818965,17.051469383005003
3.2666666666666666,3.85,72.03333333333333,1259.0,3.885049532363132,5.553580316369882,451.5784486371443,91.68816222218507,24.902255477444605
2.9233333333333333,4.933333333333334,178.96666666666667,1259.0,3.825421558893745,5.529389704124983,475.2220293421536,89.05211376300139,23.588003900450172
3.003333333333333,3.893333333333333,0.0,708.0,4.042059835313155,5.491264208766944,526.2227873895488,94.51071668450241,18.62962578067872
3.003333333333333,3.746666666666667,0.0,708.0,4.042059835313155,5.491264208766944,526.2227873895488,94.51071668450241,18.62962578067872
2.603333333333333,5.0,147.13333333333333,708.0,3.821501521850526,5.361070797558874,594.888214532629,97.6259770633901,19.511379537457792
2.95,4.976666666666668,213.56666666666663,708.0,3.821501521850525,5.361070797558874,594.888214532629,97.6259770633901,19.511379537457792
3.063333333333333,4.906666666666667,282.0,708.0,3.9684973565929518,5.343252877216845,590.3096347368896,98.33261665573437,18.468247567614934
3.2,4.953333333333333,341.2333333333333,708.0,4.057545111688137,5.3528916454139335,602.4263984546948,98.42807173860112,18.798011173438006
3.063333333333333,4.96,413.03333333333336,708.0,4.796417063361634,5.436157441178961,604.9316238645308,97.0535360623716,18.340504001306854
3.003333333333333,4.926666666666667,487.53333333333336,708.0,5.542518885773603,5.5178002030837225,578.3743912427465,95.79279817239532,18.086061337559364
3.0266666666666664,4.9,543.4333333333333,708.0,3.2322961781562136,5.132431891406471,571.081593518693,99.56929975078988,16.630398741357332
3.0766666666666667,4.86,557.8666666666667,708.0,3.1976611021215136,5.1249945696757475,575.271215628112,99.56962950960599,16.26948573407885
3.1166666666666667,4.8,558.0,708.0,3.176829837992124,5.126450389781568,577.8814609383573,99.57184686199896,16.1763387884319
3.143333333333333,4.673333333333333,558.0,708.0,3.176829837992124,5.126450389781568,577.8814609383573,99.57184686199896,16.1763387884319
3.0266666666666664,3.6633333333333336,0.0,708.0,4.042059835313155,5.491264208766944,526.2227873895488,94.51071668450241,18.62962578067872
3.1300000000000003,4.526666666666667,558.0,708.0,3.176829837992124,5.126450389781568,577.8814609383573,99.57184686199896,16.1763387884319
3.136666666666667,4.346666666666667,558.0,708.0,3.176829837992124,5.126450389781568,577.8814609383573,99.57184686199896,16.1763387884319
3.11,4.21,558.0,708.0,3.176829837992124,5.126450389781568,577.8814609383573,99.57184686199896,16.1763387884319
3.1,4.013333333333333,465.0,683.0,3.176829837992124,5.126450389781568,577.8814609383573,99.57184686199896,16.1763387884319
3.066666666666667,3.5966666666666667,0.0,708.0,4.042059835313155,5.491264208766944,526.2227873895488,94.51071668450241,18.62962578067872
3.086666666666667,3.5133333333333336,0.0,708.0,4.042059835313155,5.491264208766944,526.2227873895488,94.51071668450241,18.62962578067872
3.1,3.5,0.0,708.0,4.042059835313155,5.491264208766944,526.2227873895488,94.51071668450241,18.62962578067872
3.0900000000000003,3.49,0.0,708.0,4.042059835313155,5.491264208766944,526.2227873895488,94.51071668450241,18.62962578067872
3.086666666666667,3.46,1.5,708.0,4.042059835313155,5.491264208766944,526.2227873895488,94.51071668450241,18.62962578067872
3.0966666666666667,3.4766666666666666,20.566666666666663,708.0,4.115697533279097,5.448444511844588,564.4205002469147,94.97008340339009,19.08455382317208
2.9166666666666665,4.193333333333333,78.53333333333333,708.0,3.821501521850526,5.361070797558874,594.888214532629,97.6259770633901,19.511379537457792
3.1,3.83,0.0,558.0,3.7559329771293646,5.350213495801806,584.7031205677704,97.65244382317618,19.895679491621276
3.1333333333333333,3.69,0.0,558.0,3.7559329771293646,5.350213495801806,584.7031205677704,97.65244382317618,19.895679491621276
2.7633333333333336,4.976666666666668,458.4,558.0,5.796789824448806,5.595195094097321,446.3679474072677,87.81491224423742,27.63800543647082
2.9133333333333336,4.966666666666667,720.4333333333333,558.0,6.566213284330734,5.68407813916118,456.9558886469082,87.98268631349598,28.220877263770028
2.9166666666666665,5.010000000000001,999.4333333333332,558.0,6.146798920185522,5.7219208805383435,471.9560057213674,88.9535697864763,28.83502639297177
2.8800000000000003,4.993333333333334,1270.7333333333331,558.0,6.226755058160142,5.751604551408763,407.3391450058458,86.57872192970952,27.36450731148774
2.8433333333333333,4.983333333333333,1510.7,558.0,6.23945091727429,5.750391944736051,352.5756381383941,86.37797429640298,27.33497286566572
2.75,4.87,1697.6,558.0,6.417597480696111,5.834175665782413,338.77609943902917,87.73378567803681,22.772957133783372
2.783333333333333,4.803333333333333,1802.9,558.0,6.2866108596714785,5.888090321515358,374.65607804581674,90.26625351121541,19.275517353460128
2.8,4.776666666666667,1813.0,558.0,6.181575773315693,5.903881173199297,395.59777169866646,90.53472611554398,18.09110710950503
2.8,4.703333333333333,1813.0,558.0,6.111573457650072,5.9151593668344375,417.87137098149935,89.8787357212141,17.857649579249543
2.833333333333333,4.69,1813.0,558.0,6.111573457650072,5.9151593668344375,417.87137098149935,89.8787357212141,17.857649579249543
3.1733333333333333,3.6,0.0,558.0,3.7559329771293646,5.350213495801806,584.7031205677704,97.65244382317618,19.895679491621276
2.9033333333333333,4.569999999999999,0.0,558.0,3.7559329771293646,5.350213495801808,584.7031205677704,97.65244382317618,19.895679491621276
2.93,4.413333333333333,0.0,558.0,3.7559329771293646,5.350213495801808,584.7031205677704,97.65244382317618,19.895679491621276
2.99,4.24,0.0,558.0,3.7559329771293646,5.350213495801806,584.7031205677704,97.65244382317618,19.895679491621276
3.0,4.076666666666666,0.0,465.0,3.7559329771293646,5.350213495801808,584.7031205677704,97.65244382317618,19.895679491621276
3.2033333333333336,3.5266666666666664,0.0,558.0,3.7559329771293646,5.350213495801806,584.7031205677704,97.65244382317618,19.895679491621276
3.2133333333333334,3.503333333333333,0.0,558.0,3.7559329771293646,5.350213495801806,584.7031205677704,97.65244382317618,19.895679491621276
3.246666666666667,3.4833333333333334,0.0,558.0,3.7559329771293646,5.350213495801806,584.7031205677704,97.65244382317618,19.895679491621276
3.26,3.46,0.0,558.0,3.7559329771293646,5.350213495801808,584.7031205677704,97.65244382317618,19.895679491621276
3.253333333333333,3.41,3.1333333333333333,558.0,3.7559329771293646,5.350213495801808,584.7031205677704,97.65244382317618,19.895679491621276
3.14,3.8333333333333335,75.53333333333333,558.0,3.280722183985258,5.292277355693102,563.5299229719345,99.9430853870907,20.97352391114217
2.743333333333333,5.006666666666666,236.63333333333333,558.0,4.257930428723002,5.438241949326725,512.5351390768349,92.20008751500583,25.618446613977767
2.9966666666666666,3.8766666666666665,0.0,0.0,3.2042150611052227,5.345836616437376,599.5888163298157,96.12587536921669,24.11095560473127
