,farm_id,number,date,plantHeight,weeklyGrowth
0,tom1,001,20210930,37.1,37.1
1,tom1,006,20210930,35.15,35.15
2,tom1,010,20210930,38.69,38.69
3,tom1,011,20210930,43.58,43.58
4,tom1,011,20210930,,
5,tom1,012,20210930,35.47,35.47
6,tom1,013,20210930,42.62,42.62
7,tom1,014,20210930,38.62,38.62
8,tom1,015,20210930,40.74,40.74
9,tom1,016,20210930,42.97,42.97
10,tom1,017,20210930,,
11,tom1,018,20210930,40.6,40.6
12,tom1,019,20210930,33.66,33.66
13,tom1,020,20210930,,
14,tom1,023,20210930,41.35,41.35
15,tom1,024,20210930,,
16,tom1,025,20210930,34.97,34.97
17,tom1,027,20210930,37.06,37.06
18,tom1,028,20210930,36.46,36.46
19,tom1,029,20210930,40.64,40.64
20,tom1,033,20211002,38.94,38.94
21,tom1,033,20211002,28.64,28.64
22,tom1,034,20211002,38.9,38.9
23,tom1,035,20211002,,
24,tom1,035,20211002,30.58,30.58
25,tom1,036,20211002,29.52,29.52
26,tom1,037,20211002,44.92,44.92
27,tom1,038,20211001,40.57,40.57
28,tom1,039,20211001,39.54,39.54
29,tom1,040,20211001,35.22,35.22
30,tom1,041,20211001,32.04,32.04
31,tom1,042,20211001,36.5,36.5
32,tom1,043,20211001,30.16,30.16
33,tom1,047,20211001,37.7,37.7
34,tom1,048,20211001,40.0,40.0
35,tom1,050,20211001,37.84,37.84
36,tom1,051,20211001,38.23,38.23
37,tom1,052,20211001,31.89,31.89
38,tom1,053,20211001,44.88,44.88
39,tom1,056,20211001,41.59,41.59
40,tom1,057,20211001,39.08,39.08
41,tom1,058,20211001,31.54,31.54
42,tom1,058,20211001,34.02,34.02
43,tom1,059,20211001,33.88,33.88
44,tom1,060,20211001,38.19,38.19
45,tom1,061,20211002,33.35,33.35
46,tom1,062,20211002,30.41,30.41
47,tom1,064,20211002,31.82,31.82
48,tom1,067,20211002,30.73,30.73
49,tom1,069,20211002,22.34,22.34
50,tom1,070,20211002,36.71,36.71
51,tom1,071,20211002,24.71,24.71
52,tom1,072,20211002,34.9,34.9
53,tom1,073,20211002,31.12,31.12
54,tom1,074,20211002,26.16,26.16
55,tom1,075,20211002,26.19,26.19
56,tom1,075,20211002,32.28,32.28
57,tom1,076,20211002,30.3,30.3
58,tom1,077,20211002,40.35,40.35
59,tom1,078,20211002,33.95,33.95
60,tom1,080,20211002,34.12,34.12
61,tom1,081,20211002,39.12,39.12
62,tom1,082,20211002,27.36,27.36
63,tom1,083,20211002,30.05,30.05
64,tom1,084,20211002,47.01,47.01
65,tom1,085,20211002,38.97,38.97
66,tom1,086,20211002,45.17,45.17
67,tom1,087,20211002,37.2,37.2
68,tom1,088,20211002,31.79,31.79
69,tom1,089,20211002,33.66,33.66
70,tom1,091,20211002,49.06,49.06
71,tom1,096,20211002,29.06,29.06
72,tom1,097,20211002,31.65,31.65
73,tom1,098,20211002,30.51,30.51
74,tom1,002,20211006,31.12,31.12
75,tom1,003,20211006,35.04,35.04
76,tom1,004,20211006,31.68,31.68
77,tom1,005,20211006,28.64,28.64
78,tom1,008,20211006,32.32,32.32
79,tom1,011,20211006,27.15,27.15
80,tom1,012,20211006,20.64,20.64
81,tom1,013,20211006,42.69,42.69
82,tom1,014,20211006,20.57,20.57
83,tom1,015,20211006,26.65,26.65
84,tom1,020,20211006,26.76,26.76
85,tom1,023,20211007,33.52,33.52
86,tom1,024,20211007,30.19,30.19
87,tom1,027,20211007,24.85,24.85
88,tom1,029,20211007,25.13,25.13
89,tom1,030,20211007,29.52,29.52
90,tom1,031,20211007,26.87,26.87
91,tom1,033,20211007,28.32,28.32
92,tom1,034,20211007,27.86,27.86
93,tom1,035,20211007,15.15,15.15
94,tom1,036,20211007,19.43,19.43
95,tom1,040,20211007,29.27,29.27
96,tom1,041,20211007,30.23,30.23
97,tom1,042,20211007,14.83,14.83
98,tom1,043,20211007,28.42,28.42
99,tom1,044,20211007,29.73,29.73
100,tom1,044,20211007,26.48,26.48
101,tom1,046,20211007,25.88,25.88
102,tom1,047,20211007,27.47,27.47
103,tom1,049,20211007,30.16,30.16
104,tom1,050,20211007,,
105,tom1,051,20211008,17.91,17.91
106,tom1,051,20211008,21.52,21.52
107,tom1,051,20211008,20.46,20.46
108,tom1,052,20211008,19.89,19.89
109,tom1,052,20211008,18.55,18.55
110,tom1,052,20211008,24.64,24.64
111,tom1,052,20211008,24.42,24.42
112,tom1,052,20211008,29.2,29.2
113,tom1,053,20211008,30.58,30.58
114,tom1,053,20211008,31.75,31.75
115,tom1,054,20211008,6.97,6.97
116,tom1,054,20211008,8.78,8.78
117,tom1,054,20211008,26.97,26.97
118,tom1,055,20211008,30.8,30.8
119,tom1,055,20211008,33.95,33.95
120,tom1,055,20211008,29.35,29.35
121,tom1,055,20211008,28.64,28.64
122,tom1,055,20211008,26.34,26.34
123,tom1,056,20211008,26.97,26.97
124,tom1,057,20211008,28.42,28.42
125,tom1,057,20211008,32.53,32.53
126,tom1,058,20211008,22.94,22.94
127,tom1,058,20211008,27.86,27.86
128,tom1,058,20211008,27.19,27.19
129,tom1,060,20211008,20.88,20.88
130,tom1,060,20211008,20.96,20.96
131,tom1,062,20211008,26.37,26.37
132,tom1,062,20211008,27.43,27.43
133,tom1,062,20211008,29.52,29.52
134,tom1,062,20211008,34.69,34.69
135,tom1,062,20211008,37.2,37.2
136,tom1,064,20211008,31.54,31.54
137,tom1,065,20211008,19.19,19.19
138,tom1,065,20211008,23.54,23.54
139,tom1,065,20211008,23.19,23.19
140,tom1,066,20211008,26.12,26.12
141,tom1,067,20211008,22.69,22.69
142,tom1,067,20211008,18.83,18.83
143,tom1,068,20211008,20.28,20.28
144,tom1,068,20211008,21.63,21.63
145,tom1,068,20211008,4.32,4.32
146,tom1,069,20211008,15.86,15.86
147,tom1,069,20211008,16.5,16.5
148,tom1,070,20211008,22.69,22.69
149,tom1,070,20211008,27.82,27.82
150,tom1,071,20211009,25.95,25.95
151,tom1,071,20211009,27.01,27.01
152,tom1,071,20211009,23.68,23.68
153,tom1,072,20211009,35.08,35.08
154,tom1,073,20211009,30.05,30.05
155,tom1,073,20211009,27.47,27.47
156,tom1,074,20211009,28.99,28.99
157,tom1,076,20211009,33.63,33.63
158,tom1,076,20211009,34.58,34.58
159,tom1,076,20211009,39.04,39.04
160,tom1,077,20211009,27.5,27.5
161,tom1,078,20211009,24.92,24.92
162,tom1,078,20211009,13.13,13.13
163,tom1,080,20211009,29.98,29.98
164,tom1,080,20211009,37.56,37.56
165,tom1,080,20211009,30.69,30.69
166,tom1,080,20211009,31.22,31.22
167,tom1,081,20211009,29.7,29.7
168,tom1,081,20211009,34.05,34.05
169,tom1,081,20211009,32.11,32.11
170,tom1,081,20211009,35.79,35.79
171,tom1,082,20211009,28.18,28.18
172,tom1,083,20211009,30.34,30.34
173,tom1,084,20211009,24.35,24.35
174,tom1,084,20211009,27.58,27.58
175,tom1,084,20211009,27.93,27.93
176,tom1,084,20211009,22.76,22.76
177,tom1,085,20211009,32.78,32.78
178,tom1,085,20211009,40.64,40.64
179,tom1,087,20211009,33.31,33.31
180,tom1,088,20211009,41.77,41.77
181,tom1,088,20211009,42.8,42.8
182,tom1,089,20211009,34.16,34.16
183,tom1,089,20211009,30.23,30.23
184,tom1,089,20211009,30.58,30.58
185,tom1,090,20211009,33.98,33.98
186,tom1,090,20211009,35.29,35.29
187,tom1,091,20211009,35.26,35.26
188,tom1,091,20211009,39.65,39.65
189,tom1,092,20211009,33.52,33.52
190,tom1,093,20211009,34.09,34.09
191,tom1,094,20211009,33.42,33.42
192,tom1,094,20211009,35.4,35.4
193,tom1,094,20211009,35.04,35.04
194,tom1,094,20211009,33.27,33.27
195,tom1,094,20211009,29.42,29.42
196,tom1,095,20211009,26.65,26.65
197,tom1,095,20211009,29.84,29.84
198,tom1,096,20211009,34.12,34.12
199,tom1,096,20211009,36.18,36.18
200,tom1,097,20211009,35.61,35.61
201,tom1,097,20211009,39.5,39.5
202,tom1,097,20211009,34.87,34.87
203,tom1,098,20211009,37.66,37.66
204,tom1,098,20211009,38.16,38.16
205,tom1,098,20211009,38.16,38.16
206,tom1,098,20211009,36.85,36.85
207,tom1,099,20211009,33.7,33.7
208,tom1,100,20211009,29.24,29.24
209,tom1,100,20211009,37.38,37.38
210,tom1,001,20211011,21.31,21.31
211,tom1,002,20211011,34.37,34.37
212,tom1,002,20211011,35.89,35.89
213,tom1,003,20211011,20.14,20.14
214,tom1,003,20211011,20.39,20.39
215,tom1,003,20211011,24.85,24.85
216,tom1,006,20211011,26.94,26.94
217,tom1,006,20211011,27.33,27.33
218,tom1,007,20211011,28.25,28.25
219,tom1,007,20211011,28.14,28.14
220,tom1,008,20211011,27.19,27.19
221,tom1,008,20211011,29.2,29.2
222,tom1,009,20211011,23.89,23.89
223,tom1,009,20211011,29.84,29.84
224,tom1,009,20211011,35.12,35.12
225,tom1,010,20211011,25.35,25.35
226,tom1,011,20211011,21.91,21.91
227,tom1,011,20211011,23.79,23.79
228,tom1,012,20211011,22.41,22.41
229,tom1,013,20211011,19.72,19.72
230,tom1,013,20211011,,
231,tom1,015,20211011,23.01,23.01
232,tom1,015,20211011,23.01,23.01
233,tom1,016,20211011,13.24,13.24
234,tom1,016,20211011,14.34,14.34
235,tom1,017,20211011,21.38,21.38
236,tom1,017,20211011,25.66,25.66
237,tom1,018,20211011,34.83,34.83
238,tom1,018,20211011,35.5,35.5
239,tom1,019,20211011,21.13,21.13
240,tom1,019,20211011,20.96,20.96
241,tom1,019,20211011,8.28,8.28
242,tom1,020,20211011,26.62,26.62
243,tom1,020,20211011,27.08,27.08
244,tom1,021,20211012,31.22,31.22
245,tom1,023,20211012,20.71,20.71
246,tom1,023,20211012,19.75,19.75
247,tom1,023,20211012,20.71,20.71
248,tom1,024,20211012,35.12,35.12
249,tom1,024,20211012,39.12,39.12
250,tom1,025,20211012,21.49,21.49
251,tom1,025,20211012,23.19,23.19
252,tom1,025,20211012,24.39,24.39
253,tom1,025,20211012,24.85,24.85
254,tom1,026,20211012,23.5,23.5
255,tom1,026,20211012,24.74,24.74
256,tom1,026,20211012,22.97,22.97
257,tom1,026,20211012,21.91,21.91
258,tom1,027,20211012,24.6,24.6
259,tom1,027,20211012,28.0,28.0
260,tom1,027,20211012,23.75,23.75
261,tom1,027,20211012,18.02,18.02
262,tom1,028,20211012,,
263,tom1,028,20211012,27.01,27.01
264,tom1,028,20211012,29.06,29.06
265,tom1,029,20211012,25.03,25.03
266,tom1,029,20211012,25.2,25.2
267,tom1,029,20211012,25.38,25.38
268,tom1,030,20211012,25.42,25.42
269,tom1,030,20211012,24.5,24.5
270,tom1,031,20211012,15.89,15.89
271,tom1,031,20211012,19.65,19.65
272,tom1,031,20211012,19.89,19.89
273,tom1,031,20211012,19.26,19.26
274,tom1,031,20211012,17.03,17.03
275,tom1,032,20211012,25.38,25.38
276,tom1,032,20211012,27.29,27.29
277,tom1,032,20211012,27.01,27.01
278,tom1,032,20211012,27.43,27.43
279,tom1,032,20211012,29.49,29.49
280,tom1,033,20211012,17.13,17.13
281,tom1,033,20211012,17.56,17.56
282,tom1,033,20211012,18.12,18.12
283,tom1,033,20211012,17.91,17.91
284,tom1,033,20211012,17.03,17.03
285,tom1,034,20211012,23.96,23.96
286,tom1,034,20211012,25.45,25.45
287,tom1,034,20211012,25.59,25.59
288,tom1,034,20211012,26.69,26.69
289,tom1,035,20211012,18.12,18.12
290,tom1,035,20211012,19.36,19.36
291,tom1,035,20211012,17.7,17.7
292,tom1,035,20211012,18.37,18.37
293,tom1,035,20211012,18.23,18.23
294,tom1,036,20211012,24.25,24.25
295,tom1,036,20211012,24.35,24.35
296,tom1,036,20211012,27.82,27.82
297,tom1,036,20211012,27.86,27.86
298,tom1,037,20211012,20.64,20.64
299,tom1,037,20211012,23.61,23.61
300,tom1,037,20211012,24.25,24.25
301,tom1,037,20211012,27.33,27.33
302,tom1,038,20211012,28.64,28.64
303,tom1,038,20211012,29.17,29.17
304,tom1,038,20211012,28.42,28.42
305,tom1,039,20211012,27.47,27.47
306,tom1,039,20211012,25.49,25.49
307,tom1,040,20211012,19.75,19.75
308,tom1,040,20211012,20.21,20.21
309,tom1,040,20211012,18.48,18.48
310,tom1,041,20211013,35.19,35.19
311,tom1,041,20211013,32.25,32.25
312,tom1,041,20211013,32.0,32.0
313,tom1,042,20211013,20.92,20.92
314,tom1,042,20211013,21.42,21.42
315,tom1,042,20211013,24.0,24.0
316,tom1,042,20211013,21.49,21.49
317,tom1,043,20211013,22.37,22.37
318,tom1,043,20211013,21.13,21.13
319,tom1,043,20211013,22.41,22.41
320,tom1,044,20211013,20.99,20.99
321,tom1,044,20211013,23.19,23.19
322,tom1,044,20211013,24.21,24.21
323,tom1,045,20211013,25.42,25.42
324,tom1,045,20211013,25.03,25.03
325,tom1,046,20211013,25.95,25.95
326,tom1,046,20211013,26.23,26.23
327,tom1,046,20211013,24.92,24.92
328,tom1,047,20211013,37.49,37.49
329,tom1,047,20211013,36.53,36.53
330,tom1,047,20211013,43.79,43.79
331,tom1,048,20211013,27.72,27.72
332,tom1,048,20211013,29.95,29.95
333,tom1,048,20211013,29.98,29.98
334,tom1,048,20211013,25.2,25.2
335,tom1,049,20211013,19.79,19.79
336,tom1,049,20211013,20.92,20.92
337,tom1,049,20211013,21.59,21.59
338,tom1,050,20211013,20.99,20.99
339,tom1,050,20211013,22.27,22.27
340,tom1,050,20211013,21.98,21.98
341,tom1,051,20211013,23.54,23.54
342,tom1,051,20211013,24.96,24.96
343,tom1,051,20211013,23.79,23.79
344,tom1,052,20211013,14.23,14.23
345,tom1,052,20211013,16.18,16.18
346,tom1,052,20211013,18.34,18.34
347,tom1,052,20211013,21.2,21.2
348,tom1,052,20211013,21.03,21.03
349,tom1,053,20211013,18.48,18.48
350,tom1,053,20211013,18.94,18.94
351,tom1,053,20211013,20.88,20.88
352,tom1,053,20211013,20.11,20.11
353,tom1,053,20211013,19.58,19.58
354,tom1,054,20211013,26.05,26.05
355,tom1,054,20211013,27.68,27.68
356,tom1,054,20211013,28.81,28.81
357,tom1,054,20211013,23.89,23.89
358,tom1,054,20211013,21.7,21.7
359,tom1,055,20211013,,
360,tom1,055,20211013,,
361,tom1,056,20211013,15.4,15.4
362,tom1,056,20211013,15.54,15.54
363,tom1,056,20211013,15.61,15.61
364,tom1,056,20211013,,
365,tom1,057,20211013,17.98,17.98
366,tom1,057,20211013,19.08,19.08
367,tom1,057,20211013,17.59,17.59
368,tom1,057,20211013,17.2,17.2
369,tom1,057,20211013,17.91,17.91
370,tom1,058,20211013,16.57,16.57
371,tom1,058,20211013,19.96,19.96
372,tom1,058,20211013,19.4,19.4
373,tom1,058,20211013,19.08,19.08
374,tom1,058,20211013,18.8,18.8
375,tom1,059,20211013,28.18,28.18
376,tom1,059,20211013,26.34,26.34
377,tom1,059,20211013,24.78,24.78
378,tom1,059,20211013,25.31,25.31
379,tom1,059,20211013,26.37,26.37
380,tom1,060,20211013,16.96,16.96
381,tom1,060,20211013,18.34,18.34
382,tom1,060,20211013,20.57,20.57
383,tom1,060,20211013,20.78,20.78
384,tom1,061,20211014,24.5,24.5
385,tom1,061,20211014,22.73,22.73
386,tom1,061,20211014,24.53,24.53
387,tom1,061,20211014,22.73,22.73
388,tom1,062,20211014,26.9,26.9
389,tom1,062,20211014,27.43,27.43
390,tom1,062,20211014,27.5,27.5
391,tom1,063,20211014,28.21,28.21
392,tom1,063,20211014,29.27,29.27
393,tom1,063,20211014,29.77,29.77
394,tom1,063,20211014,30.62,30.62
395,tom1,063,20211014,33.17,33.17
396,tom1,064,20211014,29.2,29.2
397,tom1,064,20211014,30.58,30.58
398,tom1,064,20211014,31.33,31.33
399,tom1,065,20211014,24.96,24.96
400,tom1,065,20211014,25.63,25.63
401,tom1,066,20211014,26.37,26.37
402,tom1,066,20211014,29.73,29.73
403,tom1,066,20211014,28.25,28.25
404,tom1,066,20211014,31.47,31.47
405,tom1,067,20211014,19.33,19.33
406,tom1,067,20211014,22.41,22.41
407,tom1,067,20211014,24.18,24.18
408,tom1,067,20211014,25.2,25.2
409,tom1,067,20211014,27.72,27.72
410,tom1,068,20211014,22.8,22.8
411,tom1,068,20211014,24.28,24.28
412,tom1,068,20211014,24.92,24.92
413,tom1,069,20211014,29.52,29.52
414,tom1,069,20211014,28.96,28.96
415,tom1,069,20211014,27.58,27.58
416,tom1,070,20211014,26.02,26.02
417,tom1,070,20211014,29.95,29.95
418,tom1,070,20211014,30.27,30.27
419,tom1,070,20211014,31.5,31.5
420,tom1,071,20211014,22.58,22.58
421,tom1,071,20211014,23.89,23.89
422,tom1,071,20211014,25.59,25.59
423,tom1,071,20211014,17.77,17.77
424,tom1,072,20211014,27.58,27.58
425,tom1,072,20211014,34.51,34.51
426,tom1,072,20211014,31.12,31.12
427,tom1,072,20211014,32.25,32.25
428,tom1,072,20211014,32.78,32.78
429,tom1,073,20211014,26.23,26.23
430,tom1,073,20211014,26.48,26.48
431,tom1,074,20211014,18.58,18.58
432,tom1,074,20211014,19.79,19.79
433,tom1,074,20211014,22.76,22.76
434,tom1,074,20211014,22.34,22.34
435,tom1,075,20211014,21.42,21.42
436,tom1,075,20211014,30.09,30.09
437,tom1,075,20211014,29.35,29.35
438,tom1,075,20211014,21.49,21.49
439,tom1,076,20211014,25.42,25.42
440,tom1,077,20211014,,
441,tom1,077,20211014,,
442,tom1,077,20211014,32.39,32.39
443,tom1,077,20211014,31.89,31.89
444,tom1,078,20211014,25.42,25.42
445,tom1,078,20211014,25.49,25.49
446,tom1,078,20211014,25.66,25.66
447,tom1,078,20211014,26.05,26.05
448,tom1,078,20211014,26.41,26.41
449,tom1,079,20211014,9.24,9.24
450,tom1,079,20211014,30.69,30.69
451,tom1,079,20211014,27.43,27.43
452,tom1,080,20211014,,
453,tom1,080,20211014,18.51,18.51
454,tom1,080,20211014,20.18,20.18
455,tom1,081,20211015,21.49,21.49
456,tom1,081,20211015,22.8,22.8
457,tom1,081,20211015,24.07,24.07
458,tom1,081,20211015,30.51,30.51
459,tom1,082,20211015,27.04,27.04
460,tom1,083,20211015,22.3,22.3
461,tom1,083,20211015,22.62,22.62
462,tom1,084,20211015,17.66,17.66
463,tom1,084,20211015,18.8,18.8
464,tom1,084,20211015,18.87,18.87
465,tom1,084,20211015,20.0,20.0
466,tom1,085,20211015,31.08,31.08
467,tom1,085,20211015,27.19,27.19
468,tom1,085,20211015,32.46,32.46
469,tom1,085,20211015,29.66,29.66
470,tom1,085,20211015,26.3,26.3
471,tom1,086,20211015,29.2,29.2
472,tom1,086,20211015,,
473,tom1,086,20211015,30.94,30.94
474,tom1,087,20211015,18.94,18.94
475,tom1,087,20211015,17.45,17.45
476,tom1,087,20211015,16.04,16.04
477,tom1,087,20211015,17.98,17.98
478,tom1,088,20211015,24.21,24.21
479,tom1,088,20211015,21.98,21.98
480,tom1,088,20211015,24.78,24.78
481,tom1,089,20211015,34.55,34.55
482,tom1,089,20211015,,
483,tom1,089,20211015,32.81,32.81
484,tom1,089,20211015,37.84,37.84
485,tom1,090,20211015,16.18,16.18
486,tom1,090,20211015,17.66,17.66
487,tom1,090,20211015,17.81,17.81
488,tom1,091,20211015,24.74,24.74
489,tom1,091,20211015,23.5,23.5
490,tom1,091,20211015,26.83,26.83
491,tom1,092,20211015,23.01,23.01
492,tom1,092,20211015,22.12,22.12
493,tom1,092,20211015,,
494,tom1,093,20211015,,
495,tom1,093,20211015,20.04,20.04
496,tom1,094,20211015,44.71,44.71
497,tom1,095,20211015,17.2,17.2
498,tom1,095,20211015,18.34,18.34
499,tom1,095,20211015,19.82,19.82
500,tom1,095,20211015,21.27,21.27
501,tom1,095,20211015,24.25,24.25
502,tom1,096,20211015,16.96,16.96
503,tom1,096,20211015,16.18,16.18
504,tom1,096,20211015,17.98,17.98
505,tom1,097,20211015,29.52,29.52
506,tom1,097,20211015,19.65,19.65
507,tom1,097,20211015,34.51,34.51
508,tom1,099,20211015,44.99,44.99
509,tom1,099,20211015,40.35,40.35
510,tom1,100,20211015,,
511,tom1,100,20211015,32.21,32.21
512,tom1,001,20211018,20.67,20.67
513,tom1,001,20211018,10.51,10.51
514,tom1,001,20211018,,
515,tom1,001,20211018,,
516,tom1,002,20211018,28.11,28.11
517,tom1,002,20211018,,
518,tom1,002,20211018,,
519,tom1,003,20211018,31.89,31.89
520,tom1,003,20211018,,
521,tom1,003,20211018,,
522,tom1,004,20211018,24.99,24.99
523,tom1,004,20211018,,
524,tom1,005,20211018,,
525,tom1,005,20211018,,
526,tom1,005,20211018,24.21,24.21
527,tom1,006,20211018,27.89,27.89
528,tom1,006,20211018,,
529,tom1,006,20211018,,
530,tom1,007,20211018,,
531,tom1,007,20211018,,
532,tom1,007,20211018,,
533,tom1,008,20211018,28.07,28.07
534,tom1,008,20211018,28.78,28.78
535,tom1,009,20211018,21.66,21.66
536,tom1,009,20211018,21.03,21.03
537,tom1,009,20211018,18.62,18.62
538,tom1,009,20211018,21.03,21.03
539,tom1,010,20211018,28.28,28.28
540,tom1,010,20211018,27.36,27.36
541,tom1,010,20211018,31.65,31.65
542,tom1,011,20211018,17.1,17.1
543,tom1,011,20211018,21.03,21.03
544,tom1,011,20211018,,
545,tom1,011,20211018,19.19,19.19
546,tom1,012,20211018,26.58,26.58
547,tom1,012,20211018,27.47,27.47
548,tom1,012,20211018,,
549,tom1,012,20211018,28.46,28.46
550,tom1,013,20211018,,
551,tom1,014,20211018,26.58,26.58
552,tom1,014,20211018,,
553,tom1,014,20211018,,
554,tom1,014,20211018,,
555,tom1,015,20211018,29.81,29.81
556,tom1,015,20211018,31.15,31.15
557,tom1,015,20211018,34.69,34.69
558,tom1,015,20211018,35.12,35.12
559,tom1,016,20211018,18.62,18.62
560,tom1,016,20211018,19.47,19.47
561,tom1,016,20211018,27.4,27.4
562,tom1,016,20211018,20.18,20.18
563,tom1,017,20211018,24.67,24.67
564,tom1,017,20211018,26.9,26.9
565,tom1,017,20211018,29.06,29.06
566,tom1,017,20211018,26.9,26.9
567,tom1,017,20211018,27.61,27.61
568,tom1,018,20211018,,
569,tom1,018,20211018,22.44,22.44
570,tom1,018,20211018,,
571,tom1,018,20211018,,
572,tom1,019,20211018,16.46,16.46
573,tom1,019,20211018,15.72,15.72
574,tom1,019,20211018,16.04,16.04
575,tom1,019,20211018,16.21,16.21
576,tom1,019,20211018,,
577,tom1,020,20211018,27.89,27.89
578,tom1,020,20211018,26.27,26.27
579,tom1,020,20211018,,
580,tom1,021,20211019,27.89,27.89
581,tom1,021,20211019,,
582,tom1,022,20211019,,
583,tom1,022,20211019,,
584,tom1,022,20211019,,
585,tom1,023,20211019,,
586,tom1,023,20211019,29.84,29.84
587,tom1,023,20211019,,
588,tom1,023,20211019,30.55,30.55
589,tom1,023,20211019,30.76,30.76
590,tom1,024,20211019,29.42,29.42
591,tom1,024,20211019,30.58,30.58
592,tom1,024,20211019,27.5,27.5
593,tom1,025,20211019,30.3,30.3
594,tom1,025,20211019,34.69,34.69
595,tom1,025,20211019,29.77,29.77
596,tom1,025,20211019,32.74,32.74
597,tom1,025,20211019,31.15,31.15
598,tom1,026,20211019,21.59,21.59
599,tom1,026,20211019,15.26,15.26
600,tom1,027,20211019,,
601,tom1,027,20211019,,
602,tom1,028,20211019,25.35,25.35
603,tom1,028,20211019,27.68,27.68
604,tom1,029,20211019,,
605,tom1,029,20211019,30.19,30.19
606,tom1,029,20211019,,
607,tom1,029,20211019,,
608,tom1,030,20211019,29.95,29.95
609,tom1,030,20211019,28.85,28.85
610,tom1,030,20211019,29.73,29.73
611,tom1,030,20211019,32.25,32.25
612,tom1,031,20211020,28.92,28.92
613,tom1,031,20211020,28.67,28.67
614,tom1,031,20211020,29.59,29.59
615,tom1,031,20211020,28.85,28.85
616,tom1,032,20211020,40.74,40.74
617,tom1,032,20211020,40.39,40.39
618,tom1,032,20211020,37.73,37.73
619,tom1,033,20211020,33.81,33.81
620,tom1,033,20211020,28.57,28.57
621,tom1,033,20211020,36.78,36.78
622,tom1,034,20211020,37.59,37.59
623,tom1,035,20211020,34.9,34.9
624,tom1,035,20211020,33.91,33.91
625,tom1,035,20211020,35.29,35.29
626,tom1,035,20211020,34.37,34.37
627,tom1,036,20211020,26.05,26.05
628,tom1,036,20211020,27.04,27.04
629,tom1,036,20211020,26.16,26.16
630,tom1,037,20211020,25.03,25.03
631,tom1,037,20211020,26.51,26.51
632,tom1,037,20211020,26.97,26.97
633,tom1,038,20211020,38.44,38.44
634,tom1,038,20211020,41.42,41.42
635,tom1,038,20211020,43.93,43.93
636,tom1,039,20211020,28.21,28.21
637,tom1,040,20211020,25.38,25.38
638,tom1,040,20211020,26.23,26.23
639,tom1,040,20211020,25.63,25.63
640,tom1,041,20211020,29.98,29.98
641,tom1,041,20211020,30.16,30.16
642,tom1,041,20211020,31.19,31.19
643,tom1,041,20211020,29.81,29.81
644,tom1,042,20211020,31.96,31.96
645,tom1,042,20211020,30.09,30.09
646,tom1,042,20211020,29.98,29.98
647,tom1,043,20211020,25.06,25.06
648,tom1,043,20211020,25.03,25.03
649,tom1,043,20211020,24.07,24.07
650,tom1,044,20211020,24.96,24.96
651,tom1,044,20211020,29.17,29.17
652,tom1,044,20211020,30.87,30.87
653,tom1,045,20211020,23.54,23.54
654,tom1,045,20211020,25.27,25.27
655,tom1,045,20211020,28.28,28.28
656,tom1,045,20211020,31.5,31.5
657,tom1,045,20211020,28.42,28.42
658,tom1,046,20211020,32.07,32.07
659,tom1,046,20211020,32.14,32.14
660,tom1,046,20211020,31.86,31.86
661,tom1,046,20211020,30.37,30.37
662,tom1,047,20211020,30.83,30.83
663,tom1,047,20211020,33.52,33.52
664,tom1,047,20211020,31.33,31.33
665,tom1,048,20211020,22.3,22.3
666,tom1,048,20211020,20.96,20.96
667,tom1,048,20211020,23.04,23.04
668,tom1,048,20211020,24.32,24.32
669,tom1,049,20211020,28.0,28.0
670,tom1,049,20211020,28.67,28.67
671,tom1,049,20211020,31.15,31.15
672,tom1,049,20211020,29.27,29.27
673,tom1,050,20211020,25.7,25.7
674,tom1,050,20211020,26.34,26.34
675,tom1,050,20211020,27.19,27.19
676,tom1,050,20211020,25.95,25.95
677,tom1,051,20211021,29.52,29.52
678,tom1,051,20211021,,
679,tom1,051,20211021,30.69,30.69
680,tom1,052,20211021,,
681,tom1,052,20211021,33.31,33.31
682,tom1,052,20211021,33.31,33.31
683,tom1,053,20211021,,
684,tom1,053,20211021,,
685,tom1,053,20211021,40.88,40.88
686,tom1,054,20211021,38.51,38.51
687,tom1,054,20211021,37.49,37.49
688,tom1,054,20211021,,
689,tom1,054,20211021,,
690,tom1,055,20211021,29.95,29.95
691,tom1,055,20211021,31.4,31.4
692,tom1,055,20211021,,
693,tom1,055,20211021,,
694,tom1,056,20211021,33.84,33.84
695,tom1,056,20211021,29.45,29.45
696,tom1,056,20211021,,
697,tom1,057,20211021,38.69,38.69
698,tom1,057,20211021,40.42,40.42
699,tom1,057,20211021,39.22,39.22
700,tom1,057,20211021,40.85,40.85
701,tom1,058,20211021,23.12,23.12
702,tom1,058,20211021,22.05,22.05
703,tom1,058,20211021,24.53,24.53
704,tom1,059,20211021,41.45,41.45
705,tom1,059,20211021,40.74,40.74
706,tom1,060,20211021,,
707,tom1,060,20211021,,
708,tom1,061,20211021,,
709,tom1,061,20211021,,
710,tom1,062,20211021,24.35,24.35
711,tom1,062,20211021,,
712,tom1,063,20211021,30.62,30.62
713,tom1,063,20211021,31.01,31.01
714,tom1,063,20211021,30.8,30.8
715,tom1,064,20211021,34.44,34.44
716,tom1,064,20211021,38.12,38.12
717,tom1,065,20211021,,
718,tom1,065,20211021,28.99,28.99
719,tom1,065,20211021,,
