time,EC급액,EC배액,pH급액,pH배액,저울급액,저울배액,온도토양,온도급액,온도배액,내부이산화탄소,내부광량,내부PT100온도센서1번건구,내부PT100온도센서2번습구,내부PT100온도센서3번,내부PT100센서를이용한계산습도
2021-11-29 16,3.077838269230769,4.149994038461538,6.238416666666667,6.37951282051282,7.575493801282052,6.954104750000001,20.868189102564102,21.28125,21.50761217948718,330.65384615384613,9.267294903846153,23.594064743589744,21.513043397435897,20.500858012820515,88.14369641025641
2021-11-29 17,2.876671224489796,3.947089591836735,6.259673469387756,6.410653061224489,7.528454115646259,6.9346020884353745,20.43154761904762,18.23937074829932,18.86777210884354,368.06802721088434,0.01937938095238095,19.080379183673468,17.57628326530612,15.566791904761903,91.02337632653062
2021-11-29 18,2.729298686131387,3.7496265693430657,6.394350364963503,6.4332700729927,7.4905699270073,6.919084992700729,19.451186131386862,15.838047445255475,16.416514598540147,390.8029197080292,0.01209829197080292,16.338256642335764,15.241067226277373,14.052900291970804,93.22595437956204
2021-11-29 19,2.6930196598639458,3.662822176870748,6.470054421768707,6.452687074829932,7.47048649659864,6.912150306122449,18.312925170068027,15.105442176870747,15.518707482993197,416.27891156462584,0.01691291836734694,16.13425238095238,15.194552789115646,14.29388619047619,94.16300700680273
2021-11-29 20,2.6578943795620438,3.6163866423357667,6.540671532846716,6.462956204379561,7.452343832116788,6.905888897810219,17.353102189781023,14.514142335766424,14.947080291970803,437.0,0.011720218978102189,15.628807445255473,14.674901605839416,13.686196642335766,94.05458029197081
2021-11-29 21,2.61510338028169,3.566289647887324,6.549288732394366,6.480992957746479,7.434590415492958,6.900813915492957,16.492077464788732,13.852992957746478,14.30149647887324,454.72535211267603,0.012037049295774649,14.927130492957746,13.99928852112676,13.02405690140845,94.18239246478872
2021-11-29 22,2.5707952413793103,3.5104559310344827,6.578448275862069,6.49303448275862,7.420190820689655,6.896775503448276,15.648275862068965,13.10344827586207,13.57801724137931,470.2206896551724,0.011609399999999999,14.114501379310344,13.187971931034483,12.131155586206896,94.15443441379311
2021-11-29 23,2.517241020408163,3.442253129251701,6.605979591836735,6.503394557823129,7.403992510204082,6.893072074829933,14.750425170068027,12.208758503401361,12.691751700680273,486.8299319727891,0.01920321768707483,13.158388911564625,12.263124965986394,11.252565238095238,94.3058694557823
2021-11-30 00,2.486410704225352,3.3934920422535213,6.6214929577464785,6.515450704225352,7.384329147887323,6.890056676056338,13.972271126760564,11.661531690140846,12.088028169014084,499.056338028169,0.016596535211267607,12.729785281690141,11.915520845070423,11.049584084507043,94.79191161971832
2021-11-30 01,2.4666900621118013,3.3625572670807453,6.636987577639752,6.524745341614906,7.372116838509316,6.887430596273292,13.25776397515528,11.282996894409937,11.722049689440993,511.1925465838509,0.014959652173913044,12.468321180124223,11.635380807453416,10.648177080745342,94.66448049689441
2021-11-30 02,2.438339872611465,3.3227400636942677,6.647866242038216,6.531114649681529,7.359301025477707,6.8846865668789805,12.579617834394904,10.736863057324841,11.185509554140127,520.8216560509554,0.010722057324840764,11.820934522292994,10.981670700636943,10.026562350318471,94.59845796178344
2021-11-30 03,2.4130453289473683,3.289070592105263,6.651519736842105,6.537177631578947,7.34473672368421,6.8821947302631585,11.944078947368421,10.335115131578947,10.75452302631579,532.5065789473684,0.01311933552631579,11.454879407894737,10.655699539473684,9.743761131578948,94.83602697368421
2021-11-30 04,2.4000065060240963,3.2694763855421685,6.6567469879518075,6.539084337349398,7.333602927710843,6.880494674698795,11.489457831325302,10.102409638554217,10.498493975903614,540.9036144578313,0.016225180722891565,11.260213493975904,10.483062289156626,9.608392457831325,94.96762180722891
2021-12-21 12,2.92719,4.8261666666666665,6.166999999999999,7.018000000000001,7.949138333333333,1.0701783333333335,14.354166666666666,19.541666666666668,19.166666666666668,320.0,180.6205,26.196640000000002,23.084976666666666,25.373369999999998,83.02533333333334
