time,EC급액,EC배액,pH급액,pH배액,저울급액,저울배액,온도토양,온도급액,온도배액,내부이산화탄소,내부광량,내부PT100온도센서1번건구,내부PT100온도센서2번습구,내부PT100온도센서3번,내부PT100센서를이용한계산습도
2021-11-26 00,2.466961463414634,3.681085914634146,6.596621951219512,6.323682926829268,7.31430031707317,1.0485713475609755,13.618521341463415,12.954649390243903,13.034679878048781,460.3231707317073,0.014528091463414635,14.920631463414635,13.976010975609755,13.514922987804876,94.07959969512196
2021-11-26 01,2.4670861475409835,3.6911387704918033,6.605065573770491,6.325385245901639,7.29444705737705,1.0463620163934426,13.324795081967213,13.00922131147541,13.122438524590164,475.37704918032784,0.01592083606557377,14.872231147540983,13.919418770491804,13.391875491803278,94.02736008196722
2021-11-26 02,2.4631837037037037,3.6908864444444447,6.634422222222223,6.325325925925926,7.276351051851852,1.0444275777777778,13.103240740740741,12.999074074074073,13.10138888888889,490.3333333333333,0.00920814074074074,14.79808274074074,13.859596666666667,13.345975851851852,94.11154185185184
2021-11-26 03,2.4598853594771244,3.6930350980392155,6.674156862745098,6.325398692810457,7.258381405228758,1.0422021960784316,12.928513071895425,12.993464052287582,13.121323529411764,502.9477124183006,0.024205215686274508,14.830237581699347,13.893946862745098,13.302336209150328,94.12632300653594
2021-11-26 04,2.447912553191489,3.685203120567376,6.704595744680851,6.324971631205674,7.240264425531915,1.0395777943262412,12.773936170212766,12.847517730496454,12.979166666666666,514.950354609929,0.012122425531914893,14.578686737588653,13.643868297872341,12.96802439716312,94.12422333333333
2021-11-26 05,2.438358662790698,3.6718720348837213,6.693668604651163,6.325389534883722,7.2230565,1.0372871453488373,12.618459302325581,12.672238372093023,12.805595930232558,527.5348837209302,0.008281308139534883,14.3925236627907,13.482261569767442,12.898323837209302,94.26654604651162
2021-11-26 06,2.4357352459016393,3.6689868032786888,6.695819672131147,6.324196721311475,7.205501663934426,1.035438975409836,12.480020491803279,12.65420081967213,12.787397540983607,540.6147540983607,0.0072174426229508195,14.455944098360655,13.540821721311476,13.192705245901639,94.23969508196721
2021-11-26 07,2.4072498529411765,3.639539338235294,6.734088235294117,6.327911764705882,7.176513,1.0332445220588236,12.305147058823529,12.161305147058824,12.3671875,551.375,0.016947882352941174,13.98129830882353,13.030951029411765,12.324336397058824,94.00386514705882
2021-11-26 08,2.4552161428571426,3.697519357142857,6.738221428571428,6.3201,7.146577364285714,1.0346849714285715,12.271875,13.047767857142857,13.115625,556.4,9.708194464285715,15.694990857142859,14.841426785714287,14.724821214285717,94.66992907142858
2021-11-26 09,2.5628825157232704,3.83992213836478,6.579610062893081,6.310182389937107,7.345460666666666,1.0382210691823899,12.672169811320755,14.862028301886792,14.767688679245284,489.75471698113205,73.92609955974844,19.416403144654087,17.8445093081761,18.756339433962264,90.69281559748428
2021-11-26 10,2.711622060606061,4.049533454545454,6.164709090909091,6.270230303030303,7.644564593939394,1.1161201818181818,13.442424242424243,17.038636363636364,16.838257575757577,379.76363636363635,71.72821236363636,22.163604424242422,19.80090078787879,21.458433454545457,86.48777903030303
2021-11-26 11,2.947751292517007,4.186574965986394,6.088612244897959,6.234727891156463,7.633005414965986,1.5203795102040816,15.014030612244898,19.941326530612244,19.682397959183675,336.0204081632653,184.43121496598638,25.947754217687073,22.741719659863946,24.67205006802721,82.55113585034015
2021-11-26 12,3.070099577464789,4.280876478873239,6.078105633802817,6.225169014084507,7.647073077464789,1.9333985070422537,17.023767605633804,22.205105633802816,22.097271126760564,297.72535211267603,213.98552112676057,29.33401366197183,25.824192887323942,29.1105226056338,81.4443064084507
2021-11-26 13,3.1934332624113475,4.354820070921986,6.030326241134752,6.2091276595744676,7.649515702127659,2.3425239148936168,19.37455673758865,24.13962765957447,24.050531914893618,294.0567375886525,290.3467716312057,32.1005040425532,27.770169574468085,30.477700780141845,77.97537624113475
2021-11-26 14,3.2332861702127658,4.369753262411348,6.043340425531915,6.211624113475177,7.589851212765957,2.5913846382978725,21.027482269503547,24.50044326241135,24.493351063829788,288.3829787234043,201.974900070922,31.151520354609932,27.005034468085107,28.23434574468085,78.69071716312057
2021-11-26 15,3.174275114503817,4.3171929770992366,6.145977099236641,6.2327709923664125,7.503573694656489,2.694890595419847,21.90601145038168,23.481393129770993,23.826335877862597,295.40458015267177,50.51531954198474,27.33378503816794,23.934623435114503,23.928480152671757,81.77141244274809
2021-11-26 16,3.003985035971223,4.130806474820144,6.278553956834533,6.273719424460432,7.386672244604317,2.6812055755395683,21.912769784172664,20.975269784172664,21.389838129496404,312.41007194244605,13.325117280575538,22.200732446043165,19.746225179856115,18.747672661870503,86.00872043165468
2021-11-26 17,2.7949592366412213,3.8582170229007633,6.346083969465648,6.2976106870229005,7.333044129770992,2.65505420610687,21.06679389312977,17.33635496183206,17.924141221374047,338.7557251908397,0.0061285114503816795,17.851125801526717,16.096801908396948,15.192233740458015,89.50033251908397
2021-11-26 18,2.6232477551020406,3.6057623809523807,6.374299319727892,6.331292517006803,7.289045986394558,2.6333507687074826,19.569302721088434,14.225340136054422,14.749149659863946,360.6530612244898,0.004052054421768708,14.92803619047619,13.585702585034014,12.029808639455782,91.68377462585035
2021-11-26 19,2.523202152777778,3.4390942361111114,6.445180555555556,6.360048611111111,7.260540951388888,2.6201836180555556,17.877604166666668,12.307725694444445,12.687934027777779,378.78472222222223,0.007913243055555555,13.130992222222222,12.032212083333333,11.047895486111111,93.05284125
2021-11-26 20,2.4773420394736845,3.346928815789474,6.497203947368422,6.377953947368421,7.2355762105263155,2.615437138157895,16.25699013157895,11.300986842105264,11.600740131578947,394.86842105263156,0.008689434210526316,12.34689552631579,11.408557631578947,10.63973447368421,94.00232138157894
2021-11-26 21,2.4863784722222224,3.336645208333333,6.553298611111111,6.385451388888889,7.216164534722221,2.616240715277778,14.913628472222221,11.426649305555555,11.594184027777779,413.7013888888889,0.013308638888888889,12.875171250000001,11.957805624999999,12.087306458333334,94.15553868055555
2021-11-26 22,2.5424683333333333,3.3995647333333334,6.604526666666667,6.381873333333333,7.20186918,2.61616928,14.07375,12.336666666666666,12.36375,432.1933333333333,0.01415752,14.381368066666667,13.490148399999999,13.250142933333333,94.38386299999999
2021-11-26 23,2.5521416,3.4224654,6.5962266666666665,6.38402,7.18502318,2.6137426533333334,13.59375,12.529583333333333,12.607083333333334,447.76666666666665,0.0074240600000000006,14.380253333333334,13.408564333333334,12.804525533333333,93.88966026666667
2021-11-27 00,2.540294081632653,3.416155238095238,6.604965986394558,6.386278911564626,7.167500517006802,2.611414285714286,13.168792517006803,12.398809523809524,12.501700680272108,463.10884353741494,0.0022902925170068026,14.128017074829932,13.176059659863945,12.844224081632653,93.99902061224489
2021-11-27 01,2.5392908695652174,3.4159613043478263,6.637188405797102,6.38759420289855,7.1560245217391305,2.609456652173913,12.928442028985508,12.397644927536232,12.493659420289855,474.768115942029,0.011635289855072463,14.23340579710145,13.243538115942028,12.799005797101449,93.77172
2021-11-28 09,2.649895657894737,3.5421580263157892,6.501881578947368,6.427078947368422,7.397927263157895,3.9984636184210527,11.291940789473685,13.749177631578947,13.389802631578947,521.2763157894736,69.60978342105263,18.35212960526316,16.959800131578948,19.264188421052634,91.61392907894738
2021-11-28 10,2.758291935483871,3.692316580645161,6.225451612903226,6.412509677419354,7.616871451612902,4.000193103225807,11.957258064516129,15.397983870967742,15.129435483870967,416.0709677419355,74.71341296774193,21.67659309677419,19.774296516129034,20.96420877419355,88.94681787096773
2021-11-28 11,2.924721712328767,4.059135342465753,6.149102739726027,6.328260273972603,7.770775821917807,4.310410589041096,13.404965753424657,18.435359589041095,18.172517123287673,342.7260273972603,182.3816451369863,26.015782191780822,23.32001924657534,24.676100547945207,85.18509890410958
2021-11-28 12,3.023081677852349,4.259401744966443,6.089194630872483,6.315785234899329,7.745048281879194,4.743490865771812,15.654781879194632,20.824244966442954,20.648909395973153,336.5973154362416,198.88155369127517,28.961478926174497,25.070510067114093,27.55796731543624,79.57995651006712
2021-11-28 13,3.1437665333333333,4.334960266666667,6.043266666666667,6.296193333333333,7.705622433333333,5.10072554,17.875416666666666,22.758333333333333,22.542916666666667,308.68666666666667,286.4621,31.631889133333335,27.639890533333332,30.639462066666667,79.45710873333333
2021-11-28 14,3.209681437908497,4.397276797385621,6.063862745098039,6.28259477124183,7.708022437908496,5.379205535947713,19.74019607843137,24.05923202614379,23.93014705882353,302.81045751633985,201.3836980392157,31.381899411764707,27.58678248366013,28.29318091503268,80.34290986928104
2021-11-28 15,3.1686926490066227,4.359268145695364,5.964238410596026,6.288682119205298,7.679251741721855,5.56451655629139,20.89072847682119,23.496274834437084,23.623344370860927,307.5430463576159,30.569116291390728,27.170857483443708,24.334754569536422,23.573908543046358,84.54393271523179
2021-11-28 16,2.952291428571429,4.173214736842105,6.122586466165413,6.339233082706767,7.579298210526315,5.553947413533835,21.086936090225564,20.69830827067669,21.205357142857142,312.187969924812,13.764826421052632,22.032844962406013,20.059483533834587,18.840252180451127,88.59293345864663
2021-11-28 17,2.7615910489510487,3.8930514685314686,6.1890979020979024,6.366615384615385,7.5267914125874125,5.522539965034965,20.3631993006993,17.049388111888113,17.607517482517483,332.0769230769231,0.009236314685314686,17.848506223776223,16.30178853146853,14.524010559440558,90.68515482517483
2021-11-28 18,2.637815731707317,3.671623231707317,6.262646341463415,6.40564024390244,7.502472774390244,5.503876445121951,19.103658536585368,14.438643292682928,14.940929878048781,356.4024390243902,0.004895335365853658,15.296192439024392,14.098151402439024,13.379524268292682,92.57073487804878
2021-11-28 19,2.6154802666666668,3.584509333333333,6.382913333333334,6.43052,7.488696006666667,5.495004793333333,17.725,13.65875,13.910416666666666,379.9,0.007769373333333333,14.967253133333333,13.950416666666667,13.2217936,93.64210353333333
2021-11-28 20,2.5773948062015504,3.5276510852713177,6.409852713178294,6.443643410852713,7.470644837209302,5.4870434108527135,16.539244186046513,13.000484496124031,13.156492248062015,400.1085271317829,0.011844782945736433,14.388836666666666,13.406343333333334,12.712396511627906,93.82413085271317
2021-11-28 21,2.552486346153846,3.4882403205128205,6.439557692307693,6.453192307692308,7.4493344102564105,5.48217983974359,15.55048076923077,12.591346153846153,12.715544871794872,418.40384615384613,0.010956794871794871,14.094653205128205,13.158802371794872,12.612489230769231,94.09641487179488
2021-11-28 22,2.535646129032258,3.466124193548387,6.49421935483871,6.455032258064516,7.429944122580645,5.479045238709678,14.649193548387096,12.336693548387096,12.50241935483871,436.7032258064516,0.019381658064516128,13.939875806451612,12.986579677419355,12.562621677419356,93.98227948387097
2021-11-28 23,2.52690921875,3.45885265625,6.5413203125,6.4571796875,7.411607953125,5.4777899296875,13.95458984375,12.2236328125,12.4423828125,453.4765625,0.0214467109375,13.93436078125,12.996058046875,12.435223671875,94.074250078125
2021-11-29 00,2.520195588235294,3.4536655147058823,6.589294117647059,6.461588235294117,7.391603779411764,5.476373625,13.394761029411764,12.178308823529411,12.400735294117647,469.4264705882353,0.007807463235294117,13.920009485294118,12.998178161764706,12.468364485294117,94.17500176470588
2021-11-29 01,2.5110259285714287,3.4469217857142858,6.6115,6.465214285714286,7.372002871428572,5.474391157142857,12.947321428571428,12.085267857142858,12.275892857142857,484.6857142857143,0.023123114285714286,13.786441071428571,12.849363928571428,12.271609000000002,94.07538799999999
2021-11-29 02,2.5088731012658227,3.4490358227848104,6.64326582278481,6.462335443037975,7.352467689873418,5.472824860759493,12.584256329113924,12.09889240506329,12.302610759493671,499.373417721519,0.010490284810126583,13.852109746835442,12.91103506329114,12.2924782278481,94.05349056962025
2021-11-29 03,2.504660802469136,3.445457777777778,6.6444629629629635,6.468283950617284,7.330516185185185,5.471622209876543,12.275462962962964,12.051697530864198,12.24266975308642,513.2283950617284,0.008153037037037037,13.826340493827159,12.948247469135802,12.44102364197531,94.44032574074075
2021-11-29 04,2.503272993197279,3.4477703401360547,6.650863945578231,6.471278911564626,7.313523945578231,5.468834238095238,12.068027210884354,12.023809523809524,12.234268707482993,526.5102040816327,0.011275272108843538,13.788332653061225,12.840605578231292,12.132250476190476,94.00957700680273
2021-11-29 05,2.493720328947368,3.435771710526316,6.644822368421053,6.472901315789474,7.292673552631579,5.467228434210527,11.856496710526315,11.859786184210526,12.07483552631579,540.2697368421053,0.017549236842105263,13.602164605263157,12.717365855263159,12.244003421052632,94.38948006578947
2021-11-29 06,2.506518311688312,3.452273896103896,6.661136363636364,6.470188311688312,7.271543071428571,5.466252305194805,11.71185064935065,12.113230519480519,12.290584415584416,554.6688311688312,0.01648048051948052,14.074902012987012,13.203876363636365,12.810995,94.49438084415584
2021-11-29 07,2.505008939393939,3.457850075757576,6.660840909090909,6.471484848484849,7.248319446969697,5.4647000075757575,11.628314393939394,12.102746212121213,12.34564393939394,568.2878787878788,0.01059459090909091,14.117931363636362,13.166071212121212,12.675355606060606,93.9995484090909
2021-11-29 08,2.5412175,3.498478375,6.661037500000001,6.46905,7.2169832375,5.46507104375,11.659375,12.73359375,12.793359375,571.425,6.96361914375,15.246042499999998,14.393883249999998,14.199765625000001,94.6587245625
2021-11-29 09,2.6381629885057474,3.6183725862068963,6.577109195402298,6.455706896551724,7.341344695402299,5.467582563218391,12.097341954022989,14.44073275862069,14.255387931034482,506.5977011494253,66.64301264367816,18.947267586206898,17.623505459770115,18.52276971264368,92.10644195402298
2021-11-29 10,2.763397350993378,3.8314654304635765,6.2144503311258275,6.406947019867549,7.653057178807948,5.486075523178808,12.978476821192054,16.4635761589404,16.229718543046356,390.0198675496689,89.75145774834436,22.007564105960263,19.534704238410594,21.119226158940396,85.88323682119204
2021-11-29 11,2.970133381294964,4.1259178417266185,6.031244604316546,6.36231654676259,7.766909388489208,5.798243244604317,14.393884892086332,19.444694244604317,19.12589928057554,346.2517985611511,212.4281049640288,25.757283597122303,22.715741510791364,24.97352949640288,83.35320366906475
2021-11-29 12,3.1109431506849314,4.269956095890411,6.027568493150685,6.347979452054794,7.744376636986301,6.216229047945205,16.544948630136986,21.81378424657534,21.555650684931507,311.7739726027397,169.15899561643838,28.49570684931507,25.272856301369863,26.701362465753427,82.81498924657534
2021-11-29 13,3.136136,4.26321023076923,5.999092307692307,6.357030769230769,7.669664276923077,6.554249969230769,18.497115384615384,22.410096153846155,22.267788461538462,352.9153846153846,293.1234892307692,29.24986907692308,24.898674307692307,27.299598,77.46142499999999
2021-11-29 14,3.137873237410072,4.2031374100719425,6.1086834532374095,6.354086330935251,7.652248107913669,6.77894245323741,19.89838129496403,22.172661870503596,22.03956834532374,338.80575539568343,158.68550978417267,28.413034820143885,24.73792050359712,25.503071366906475,80.54770482014389
2021-11-29 15,3.131892808219178,4.198956301369863,6.097965753424657,6.350102739726028,7.676051664383563,6.947550726027397,20.60316780821918,22.034246575342465,22.19777397260274,319.97945205479454,39.344749986301366,26.791659246575342,24.12966684931507,24.13869095890411,85.38148726027397
