,farm_id,number,date,floweringNode,numberOfTheFlower,numberOfTheFlowerPerTruss
67,tom1,071,20211009,9,1,9
68,tom1,076,20211009,9,1,9
69,tom1,081,20211009,9,1,9
70,tom1,088,20211009,9,1,9
71,tom1,002,20211011,9,1,9
72,tom1,002,20211011,9,1,9
73,tom1,004,20211011,9,1,9
74,tom1,004,20211011,9,1,9
75,tom1,006,20211011,10,1,10
76,tom1,006,20211011,10,1,10
77,tom1,013,20211011,9,1,9
78,tom1,023,20211012,9,1,9
79,tom1,030,20211012,10,1,10
80,tom1,030,20211012,10,1,10
81,tom1,038,20211012,10,1,10
82,tom1,041,20211013,10,1,10
83,tom1,043,20211013,10,1,10
84,tom1,044,20211013,10,1,10
85,tom1,049,20211013,10,1,10
86,tom1,065,20211014,10,1,10
87,tom1,065,20211014,10,1,10
88,tom1,089,20211015,10,1,10
89,tom1,094,20211015,10,1,10
90,tom1,002,20211018,9,1,9
91,tom1,003,20211018,10,1,10
92,tom1,003,20211018,10,1,10
93,tom1,003,20211018,10,1,10
94,tom1,006,20211018,10,1,10
95,tom1,006,20211018,10,1,10
96,tom1,007,20211018,10,1,10
97,tom1,009,20211018,10,1,10
98,tom1,018,20211018,10,1,10
99,tom1,020,20211018,8,1,8
100,tom1,022,20211019,9,1,9
101,tom1,022,20211019,9,1,9
102,tom1,025,20211019,10,1,10
103,tom1,026,20211019,10,1,10
104,tom1,028,20211019,10,1,10
105,tom1,028,20211019,10,1,10
106,tom1,028,20211019,10,1,10
107,tom1,028,20211019,10,1,10
108,tom1,029,20211019,10,1,10
109,tom1,031,20211020,10,1,10
110,tom1,031,20211020,10,1,10
111,tom1,032,20211020,11,1,11
112,tom1,034,20211020,10,1,10
113,tom1,034,20211020,10,1,10
114,tom1,035,20211020,11,1,11
115,tom1,036,20211020,10,1,10
116,tom1,046,20211020,10,1,10
117,tom1,046,20211020,10,1,10
118,tom1,051,20211021,10,1,10
119,tom1,051,20211021,10,1,10
120,tom1,053,20211021,11,1,11
121,tom1,056,20211021,10,1,10
122,tom1,056,20211021,10,1,10
123,tom1,058,20211021,10,1,10
124,tom1,061,20211021,11,1,11
125,tom1,069,20211021,10,1,10
126,tom1,071,20211021,10,1,10
127,tom1,071,20211021,10,1,10
128,tom1,073,20211021,11,1,11
129,tom1,073,20211021,11,1,11
130,tom1,075,20211021,10,1,10
131,tom1,076,20211022,10,1,10
132,tom1,078,20211022,10,1,10
133,tom1,078,20211022,10,1,10
134,tom1,080,20211022,10,1,10
135,tom1,080,20211022,10,1,10
136,tom1,088,20211022,10,1,10
137,tom1,088,20211022,10,1,10
138,tom1,093,20211024,10,1,10
139,tom1,096,20211024,10,1,10
140,tom1,099,20211024,11,1,11
141,tom1,099,20211024,11,1,11
142,tom1,100,20211024,10,1,10
143,tom1,100,20211024,10,1,10
144,tom1,003,20211025,11,1,11
145,tom1,003,20211025,11,1,11
146,tom1,004,20211025,10,1,10
147,tom1,004,20211025,10,1,10
148,tom1,004,20211025,11,1,11
149,tom1,004,20211025,11,1,11
150,tom1,005,20211025,11,1,11
151,tom1,005,20211025,11,1,11
152,tom1,006,20211025,11,1,11
153,tom1,006,20211025,11,1,11
154,tom1,007,20211025,11,1,11
155,tom1,008,20211025,11,1,11
156,tom1,008,20211025,11,1,11
157,tom1,009,20211025,11,1,11
158,tom1,009,20211025,11,1,11
159,tom1,011,20211025,10,1,10
160,tom1,011,20211025,10,1,10
161,tom1,012,20211025,11,1,11
162,tom1,013,20211025,10,1,10
163,tom1,014,20211025,10,1,10
164,tom1,015,20211025,10,1,10
165,tom1,016,20211025,10,1,10
166,tom1,018,20211025,11,1,11
167,tom1,019,20211025,11,1,11
168,tom1,019,20211025,11,1,11
169,tom1,023,20211026,10,1,10
170,tom1,027,20211026,11,1,11
171,tom1,029,20211026,11,1,11
172,tom1,029,20211026,11,1,11
173,tom1,032,20211026,12,1,12
174,tom1,035,20211026,10,1,10
175,tom1,037,20211026,11,1,11
176,tom1,038,20211026,11,1,11
177,tom1,038,20211026,11,1,11
178,tom1,038,20211026,11,1,11
179,tom1,039,20211026,11,1,11
180,tom1,040,20211026,10,1,10
181,tom1,040,20211026,10,1,10
182,tom1,043,20211029,11,1,11
183,tom1,043,20211029,11,1,11
184,tom1,045,20211029,11,1,11
185,tom1,045,20211029,11,1,11
186,tom1,048,20211029,10,1,10
187,tom1,048,20211029,10,1,10
188,tom1,054,20211029,11,1,11
189,tom1,054,20211029,11,1,11
190,tom1,056,20211029,11,1,11
191,tom1,068,20211030,11,1,11
192,tom1,068,20211030,11,1,11
193,tom1,070,20211030,11,1,11
194,tom1,070,20211030,11,1,11
195,tom1,071,20211030,11,1,11
196,tom1,075,20211030,11,1,11
197,tom1,076,20211030,11,1,11
198,tom1,078,20211030,11,1,11
199,tom1,080,20211030,11,1,11
200,tom1,080,20211030,11,1,11
201,tom1,081,20211031,10,1,10
202,tom1,082,20211031,11,1,11
203,tom1,082,20211031,11,1,11
204,tom1,083,20211031,11,1,11
205,tom1,084,20211031,11,1,11
206,tom1,085,20211031,11,1,11
207,tom1,085,20211031,11,1,11
208,tom1,089,20211031,11,1,11
209,tom1,090,20211031,10,1,10
210,tom1,095,20211031,11,1,11
211,tom1,096,20211031,11,1,11
212,tom1,096,20211031,11,1,11
213,tom1,002,20211101,12,1,12
214,tom1,002,20211101,12,1,12
215,tom1,002,20211101,12,1,12
216,tom1,003,20211108,12,1,12
217,tom1,003,20211108,12,1,12
218,tom1,003,20211108,12,1,12
219,tom1,004,20211108,12,1,12
220,tom1,005,20211101,12,1,12
221,tom1,006,20211101,12,1,12
222,tom1,006,20211101,12,1,12
223,tom1,008,20211101,12,1,12
224,tom1,008,20211101,12,1,12
225,tom1,008,20211108,13,1,13
226,tom1,009,20211108,12,1,12
227,tom1,009,20211108,12,1,12
228,tom1,010,20211101,12,1,12
229,tom1,010,20211108,13,1,13
230,tom1,010,20211108,13,1,13
231,tom1,010,20211108,13,1,13
232,tom1,011,20211108,12,1,12
233,tom1,011,20211108,12,1,12
234,tom1,014,20211108,12,1,12
235,tom1,015,20211102,11,1,11
236,tom1,015,20211102,11,1,11
237,tom1,015,20211102,11,1,11
238,tom1,015,20211108,11,1,11
239,tom1,015,20211108,12,1,12
240,tom1,015,20211108,12,1,12
241,tom1,016,20211102,11,1,11
242,tom1,016,20211102,11,1,11
243,tom1,016,20211108,12,1,12
244,tom1,016,20211108,12,1,12
245,tom1,017,20211108,12,1,12
246,tom1,019,20211108,12,1,12
247,tom1,023,20211102,11,1,11
248,tom1,025,20211102,11,1,11
249,tom1,028,20211102,11,1,11
250,tom1,030,20211102,12,1,12
251,tom1,031,20211104,11,1,11
252,tom1,033,20211104,11,1,11
253,tom1,035,20211104,11,1,11
254,tom1,037,20211104,11,1,11
255,tom1,038,20211104,12,1,12
256,tom1,040,20211104,11,1,11
257,tom1,041,20211105,12,1,12
258,tom1,041,20211105,12,1,12
259,tom1,043,20211105,11,1,11
260,tom1,044,20211105,12,1,12
261,tom1,044,20211105,12,1,12
262,tom1,044,20211105,12,1,12
263,tom1,044,20211105,12,1,12
264,tom1,044,20211105,12,1,12
265,tom1,045,20211105,11,1,11
266,tom1,045,20211105,11,1,11
267,tom1,046,20211105,12,1,12
268,tom1,046,20211105,12,1,12
269,tom1,047,20211105,12,1,12
270,tom1,047,20211105,12,1,12
271,tom1,047,20211105,12,1,12
272,tom1,049,20211105,12,1,12
273,tom1,049,20211105,12,1,12
274,tom1,050,20211105,12,1,12
275,tom1,050,20211105,12,1,12
276,tom1,054,20211106,11,1,11
277,tom1,054,20211106,11,1,11
278,tom1,055,20211106,11,1,11
279,tom1,055,20211106,11,1,11
280,tom1,058,20211106,11,1,11
281,tom1,062,20211106,12,1,12
282,tom1,063,20211106,11,1,11
283,tom1,063,20211106,11,1,11
284,tom1,065,20211106,12,1,12
285,tom1,066,20211106,11,1,11
286,tom1,068,20211106,11,1,11
287,tom1,070,20211106,11,1,11
288,tom1,072,20211107,12,1,12
289,tom1,072,20211107,12,1,12
290,tom1,077,20211107,12,1,12
291,tom1,077,20211107,12,1,12
292,tom1,077,20211107,12,1,12
293,tom1,082,20211107,10,1,10
294,tom1,083,20211107,11,1,11
295,tom1,083,20211107,11,1,11
296,tom1,090,20211107,11,1,11
297,tom1,094,20211107,12,1,12
298,tom1,095,20211107,12,1,12
299,tom1,095,20211107,12,1,12
300,tom1,095,20211107,12,1,12
301,tom1,097,20211107,11,1,11
302,tom1,097,20211107,11,1,11
303,tom1,100,20211107,11,1,11
304,tom1,022,20211109,11,1,11
305,tom1,022,20211109,11,1,11
306,tom1,022,20211109,11,1,11
307,tom1,022,20211109,11,1,11
308,tom1,023,20211109,12,1,12
309,tom1,025,20211109,12,1,12
310,tom1,026,20211109,12,1,12
311,tom1,026,20211109,12,1,12
312,tom1,028,20211109,12,1,12
313,tom1,028,20211109,12,1,12
314,tom1,028,20211109,12,1,12
315,tom1,028,20211109,12,1,12
316,tom1,028,20211109,12,1,12
317,tom1,029,20211109,12,1,12
318,tom1,029,20211109,12,1,12
319,tom1,030,20211109,13,1,13
320,tom1,030,20211109,13,1,13
321,tom1,031,20211111,12,1,12
322,tom1,032,20211111,13,1,13
323,tom1,033,20211111,12,1,12
324,tom1,033,20211111,12,1,12
325,tom1,033,20211111,12,1,12
326,tom1,034,20211111,12,1,12
327,tom1,035,20211111,12,1,12
328,tom1,036,20211111,12,1,12
329,tom1,036,20211111,12,1,12
330,tom1,037,20211111,12,1,12
331,tom1,037,20211111,12,1,12
332,tom1,037,20211111,12,1,12
333,tom1,037,20211111,12,1,12
334,tom1,038,20211111,12,1,12
335,tom1,038,20211111,13,1,13
336,tom1,038,20211111,13,1,13
337,tom1,039,20211111,12,1,12
338,tom1,039,20211111,12,1,12
339,tom1,039,20211111,12,1,12
340,tom1,041,20211111,12,1,12
341,tom1,042,20211111,12,1,12
342,tom1,042,20211111,12,1,12
343,tom1,042,20211111,12,1,12
344,tom1,043,20211111,12,1,12
345,tom1,044,20211111,12,1,12
346,tom1,044,20211111,12,1,12
347,tom1,044,20211111,12,1,12
348,tom1,044,20211111,13,1,13
349,tom1,044,20211111,13,1,13
350,tom1,045,20211111,11,1,11
351,tom1,046,20211111,12,1,12
352,tom1,047,20211111,12,1,12
353,tom1,048,20211111,12,1,12
354,tom1,048,20211111,12,1,12
355,tom1,048,20211111,12,1,12
356,tom1,049,20211111,12,1,12
357,tom1,050,20211111,12,1,12
358,tom1,050,20211111,12,1,12
359,tom1,051,20211113,12,1,12
360,tom1,052,20211113,12,1,12
361,tom1,053,20211113,13,1,13
362,tom1,053,20211113,13,1,13
363,tom1,053,20211113,13,1,13
364,tom1,055,20211113,12,1,12
365,tom1,057,20211113,12,1,12
366,tom1,058,20211113,11,1,11
367,tom1,058,20211113,12,1,12
368,tom1,058,20211113,12,1,12
369,tom1,059,20211113,13,1,13
370,tom1,059,20211113,13,1,13
371,tom1,061,20211113,12,1,12
372,tom1,061,20211113,12,1,12
373,tom1,063,20211113,11,1,11
374,tom1,063,20211113,11,1,11
375,tom1,067,20211113,12,1,12
376,tom1,067,20211113,12,1,12
377,tom1,067,20211113,12,1,12
378,tom1,067,20211113,12,1,12
379,tom1,068,20211113,12,1,12
380,tom1,070,20211113,12,1,12
381,tom1,070,20211113,12,1,12
382,tom1,074,20211113,13,1,13
383,tom1,075,20211113,12,1,12
384,tom1,079,20211113,12,1,12
385,tom1,080,20211113,11,1,11
386,tom1,080,20211113,11,1,11
387,tom1,080,20211113,12,1,12
388,tom1,080,20211113,12,1,12
389,tom1,082,20211113,12,1,12
390,tom1,082,20211113,12,1,12
391,tom1,083,20211113,13,1,13
392,tom1,083,20211113,13,1,13
393,tom1,083,20211113,13,1,13
394,tom1,083,20211113,13,1,13
395,tom1,085,20211113,12,1,12
396,tom1,087,20211113,11,1,11
397,tom1,087,20211113,11,1,11
398,tom1,090,20211113,11,1,11
399,tom1,007,20211115,13,1,13
400,tom1,011,20211115,13,1,13
401,tom1,012,20211115,13,1,13
402,tom1,013,20211115,13,1,13
403,tom1,013,20211115,13,1,13
404,tom1,020,20211115,13,1,13
405,tom1,023,20211116,13,1,13
406,tom1,025,20211116,13,1,13
407,tom1,027,20211116,13,1,13
408,tom1,027,20211116,13,1,13
409,tom1,031,20211116,13,1,13
410,tom1,036,20211116,13,1,13
411,tom1,036,20211116,13,1,13
412,tom1,039,20211116,13,1,13
413,tom1,043,20211118,13,1,13
414,tom1,051,20211118,13,1,13
415,tom1,063,20211119,12,1,12
416,tom1,064,20211119,13,1,13
417,tom1,066,20211119,12,1,12
418,tom1,072,20211119,13,1,13
419,tom1,075,20211119,13,1,13
420,tom1,075,20211119,13,1,13
421,tom1,077,20211119,13,1,13
422,tom1,078,20211119,13,1,13
423,tom1,078,20211119,13,1,13
424,tom1,092,20211121,13,1,13
425,tom1,094,20211121,13,1,13
426,tom1,002,20211122,13,1,13
427,tom1,003,20211122,14,1,14
428,tom1,005,20211122,14,1,14
429,tom1,005,20211122,14,1,14
430,tom1,008,20211122,14,1,14
431,tom1,010,20211122,14,1,14
432,tom1,012,20211123,14,1,14
433,tom1,014,20211123,13,1,13
434,tom1,015,20211123,13,1,13
435,tom1,022,20211123,13,1,13
436,tom1,030,20211123,14,1,14
437,tom1,038,20211124,14,1,14
438,tom1,038,20211124,14,1,14
439,tom1,041,20211124,14,1,14
440,tom1,042,20211124,13,1,13
441,tom1,042,20211124,13,1,13
442,tom1,046,20211124,13,1,13
443,tom1,048,20211124,13,1,13
444,tom1,049,20211124,14,1,14
445,tom1,049,20211124,14,1,14
446,tom1,052,20211125,14,1,14
447,tom1,054,20211125,13,1,13
448,tom1,061,20211125,13,1,13
449,tom1,062,20211125,14,1,14
450,tom1,066,20211125,12,1,12
451,tom1,067,20211125,13,1,13
452,tom1,069,20211125,13,1,13
453,tom1,074,20211126,14,1,14
454,tom1,016,20211130,14,1,14
455,tom1,016,20211130,14,1,14
456,tom1,019,20211130,14,1,14
457,tom1,021,20211202,15,1,15
458,tom1,022,20211202,14,1,14
459,tom1,025,20211202,14,1,14
460,tom1,026,20211202,14,1,14
461,tom1,032,20211202,15,1,15
462,tom1,035,20211202,11,1,11
463,tom1,036,20211202,14,1,14
464,tom1,037,20211202,15,1,15
465,tom1,038,20211202,14,1,14
466,tom1,038,20211202,14,1,14
467,tom1,041,20211202,14,1,14
468,tom1,041,20211202,14,1,14
469,tom1,060,20211204,15,1,15
470,tom1,060,20211204,15,1,15
471,tom1,061,20211204,14,1,14
472,tom1,061,20211204,14,1,14
473,tom1,063,20211204,13,1,13
474,tom1,066,20211204,14,1,14
475,tom1,085,20211205,14,1,14
476,tom1,093,20211205,14,1,14
477,tom1,100,20211205,14,1,14
478,tom1,005,20211207,15,1,15
479,tom1,006,20211207,15,1,15
480,tom1,011,20211207,15,1,15
481,tom1,013,20211207,15,1,15
482,tom1,015,20211207,14,1,14
483,tom1,023,20211208,15,1,15
484,tom1,024,20211208,15,1,15
485,tom1,031,20211208,15,1,15
486,tom1,031,20211208,15,1,15
487,tom1,032,20211208,16,1,16
488,tom1,036,20211208,15,1,15
489,tom1,037,20211208,15,1,15
490,tom1,038,20211208,15,1,15
491,tom1,038,20211208,15,1,15
492,tom1,044,20211209,15,1,15
493,tom1,044,20211209,15,1,15
494,tom1,046,20211209,14,1,14
495,tom1,046,20211209,14,1,14
496,tom1,047,20211209,15,1,15
497,tom1,047,20211209,15,1,15
498,tom1,051,20211209,15,1,15
499,tom1,051,20211209,15,1,15
500,tom1,055,20211209,14,1,14
501,tom1,057,20211209,14,1,14
502,tom1,057,20211209,14,1,14
503,tom1,058,20211209,15,1,15
504,tom1,061,20211211,15,1,15
505,tom1,063,20211211,14,1,14
506,tom1,068,20211211,15,1,15
507,tom1,073,20211211,15,1,15
508,tom1,081,20211212,14,1,14
509,tom1,082,20211212,15,1,15
510,tom1,086,20211212,14,1,14
511,tom1,087,20211212,14,1,14
512,tom1,092,20211212,13,1,13
513,tom1,093,20211212,15,1,15
514,tom1,097,20211212,14,1,14
515,tom1,097,20211212,14,1,14
516,tom1,098,20211212,14,1,14
517,tom1,099,20211212,13,1,13
518,tom1,099,20211212,13,1,13
519,tom1,022,20211216,15,1,15
520,tom1,025,20211216,15,1,15
521,tom1,028,20211216,15,1,15
522,tom1,028,20211216,15,1,15
523,tom1,031,20211216,15,1,15
524,tom1,037,20211216,16,1,16
525,tom1,037,20211216,16,1,16
526,tom1,038,20211216,15,1,15
527,tom1,044,20211217,15,1,15
528,tom1,061,20211218,15,1,15
529,tom1,066,20211218,15,1,15
530,tom1,066,20211218,15,1,15
531,tom1,076,20211218,15,1,15
532,tom1,077,20211218,15,1,15
533,tom1,078,20211218,15,1,15
534,tom1,001,20211221,17,1,17
535,tom1,003,20211221,15,1,15
536,tom1,003,20211221,15,1,15
537,tom1,007,20211221,17,1,17
538,tom1,009,20211221,15,1,15
539,tom1,013,20211221,16,1,16
540,tom1,030,20211223,15,1,15
541,tom1,031,20211223,16,1,16
542,tom1,032,20211223,17,1,17
543,tom1,037,20211223,17,1,17
544,tom1,039,20211223,16,1,16
545,tom1,055,20211224,15,1,15
546,tom1,068,20211225,16,1,16
547,tom1,070,20211225,16,1,16
548,tom1,070,20211225,16,1,16
549,tom1,070,20211225,16,1,16
550,tom1,071,20211225,16,1,16
551,tom1,075,20211225,16,1,16
552,tom1,091,20211226,14,1,14
553,tom1,091,20211226,14,1,14
554,tom1,091,20211226,14,1,14
555,tom1,092,20211226,16,1,16
556,tom1,003,20211229,16,1,16
557,tom1,003,20211229,16,1,16
558,tom1,005,20211229,17,1,17
559,tom1,033,20211231,16,1,16
560,tom1,043,20211231,17,1,17
561,tom1,043,20211231,17,1,17
562,tom1,048,20211231,16,1,16
563,tom1,048,20211231,16,1,16
564,tom2,012,20210922,7,1,7
565,tom3,071,20220101,16,1,16
566,tom3,071,20220101,16,1,16
567,tom3,071,20220101,16,1,16
568,tom3,081,20220101,16,1,16
569,tom3,081,20220101,16,1,16
570,tom3,082,20220101,16,1,16
571,tom3,082,20220101,16,1,16
572,tom3,085,20220101,17,1,17
573,tom3,085,20220101,17,1,17
574,tom3,088,20220101,13,1,13
575,tom3,088,20220101,13,1,13
576,tom3,091,20220101,14,1,14
577,tom3,094,20220101,17,1,17
578,tom3,001,20210917,7,1,7
579,tom3,008,20210917,6,1,6
580,tom3,011,20210919,6,1,6
581,tom3,011,20210919,6,1,6
582,tom3,014,20210919,3,1,3
583,tom3,025,20210919,7,1,7
584,tom3,026,20210919,7,1,7
585,tom3,026,20210919,7,1,7
586,tom3,026,20210919,7,1,7
587,tom3,026,20210919,7,1,7
588,tom3,027,20210919,7,1,7
589,tom3,028,20210919,5,1,5
590,tom3,028,20210919,5,1,5
591,tom3,028,20210919,5,1,5
592,tom3,032,20210919,7,1,7
593,tom3,034,20210919,7,1,7
594,tom3,034,20210919,7,1,7
595,tom3,036,20210919,7,1,7
596,tom3,036,20210919,7,1,7
597,tom3,036,20210919,7,1,7
598,tom3,039,20210919,7,1,7
599,tom3,041,20210920,7,1,7
600,tom3,041,20210920,7,1,7
601,tom3,041,20210920,7,1,7
602,tom3,041,20210920,7,1,7
603,tom3,041,20210920,9,1,9
604,tom3,041,20210920,9,1,9
605,tom3,041,20210920,9,1,9
606,tom3,042,20210920,7,1,7
607,tom3,042,20210920,7,1,7
608,tom3,043,20210920,7,1,7
609,tom3,046,20210920,7,1,7
610,tom3,047,20210920,7,1,7
611,tom3,048,20210920,6,1,6
612,tom3,052,20210920,5,1,5
613,tom3,055,20210920,8,1,8
614,tom3,055,20210920,8,1,8
615,tom3,056,20210920,6,1,6
616,tom3,062,20210921,7,1,7
617,tom3,062,20210921,7,1,7
618,tom3,063,20210921,6,1,6
619,tom3,067,20210921,7,1,7
620,tom3,067,20210921,7,1,7
621,tom3,067,20210921,7,1,7
622,tom3,067,20210921,7,1,7
623,tom3,067,20210921,7,1,7
624,tom3,067,20210921,7,1,7
625,tom3,067,20210921,7,1,7
626,tom3,067,20210921,7,1,7
627,tom3,069,20210921,6,1,6
628,tom3,069,20210921,7,1,7
629,tom3,069,20210921,7,1,7
630,tom3,070,20210921,7,1,7
631,tom3,073,20210921,7,1,7
632,tom3,073,20210921,7,1,7
633,tom3,074,20210921,6,1,6
634,tom3,074,20210921,6,1,6
635,tom3,076,20210921,6,1,6
636,tom3,076,20210921,6,1,6
637,tom3,078,20210921,7,1,7
638,tom3,078,20210921,7,1,7
639,tom3,080,20210921,7,1,7
640,tom3,080,20210921,7,1,7
641,tom3,080,20210921,7,1,7
642,tom3,080,20210921,7,1,7
643,tom3,080,20210921,7,1,7
644,tom3,082,20210921,7,1,7
645,tom3,082,20210921,7,1,7
646,tom3,082,20210921,7,1,7
647,tom3,082,20210921,8,1,8
648,tom3,082,20210921,8,1,8
649,tom3,083,20210921,7,1,7
650,tom3,083,20210921,7,1,7
651,tom3,085,20210922,7,1,7
652,tom3,085,20210922,7,1,7
653,tom3,085,20210922,7,1,7
654,tom3,086,20210922,7,1,7
655,tom3,086,20210922,7,1,7
656,tom3,086,20210922,7,1,7
657,tom3,090,20210922,8,1,8
658,tom3,092,20210922,6,1,6
659,tom3,092,20210922,7,1,7
660,tom3,096,20210922,7,1,7
661,tom3,096,20210922,7,1,7
662,tom3,100,20210922,6,1,6
663,tom3,100,20210922,7,1,7
664,tom3,100,20210922,7,1,7
665,tom3,001,20211001,9,1,9
666,tom3,001,20211001,9,1,9
667,tom3,001,20211001,9,1,9
668,tom3,001,20211001,9,1,9
669,tom3,003,20211001,8,1,8
670,tom3,003,20211001,8,1,8
671,tom3,003,20211001,9,1,9
672,tom3,006,20211001,9,1,9
673,tom3,013,20210926,8,1,8
674,tom3,013,20211003,9,1,9
675,tom3,014,20211003,9,1,9
676,tom3,014,20211003,9,1,9
677,tom3,016,20210926,7,1,7
678,tom3,016,20210926,7,1,7
679,tom3,017,20210926,7,1,7
680,tom3,017,20211003,8,1,8
681,tom3,018,20210926,7,1,7
682,tom3,019,20210926,7,1,7
683,tom3,020,20210926,7,1,7
684,tom3,021,20210926,6,1,6
685,tom3,021,20210926,6,1,6
686,tom3,021,20210926,6,1,6
687,tom3,021,20210926,6,1,6
688,tom3,021,20210926,6,1,6
689,tom3,021,20211003,7,1,7
690,tom3,021,20211003,7,1,7
691,tom3,022,20210926,8,1,8
692,tom3,022,20210926,8,1,8
693,tom3,023,20210926,8,1,8
694,tom3,023,20210926,8,1,8
695,tom3,023,20211003,9,1,9
696,tom3,023,20211003,9,1,9
697,tom3,023,20211003,9,1,9
698,tom3,024,20211003,8,1,8
699,tom3,024,20211003,8,1,8
700,tom3,027,20210926,8,1,8
701,tom3,028,20210926,5,1,5
702,tom3,028,20210926,5,1,5
703,tom3,028,20210926,5,1,5
704,tom3,028,20211003,9,1,9
705,tom3,028,20211003,9,1,9
706,tom3,028,20211003,9,1,9
707,tom3,028,20211003,9,1,9
708,tom3,029,20211003,9,1,9
709,tom3,029,20211003,9,1,9
710,tom3,030,20211003,8,1,8
711,tom3,030,20211003,8,1,8
712,tom3,031,20211003,9,1,9
713,tom3,031,20211003,9,1,9
714,tom3,035,20210926,8,1,8
715,tom3,037,20210926,8,1,8
716,tom3,038,20210926,7,1,7
717,tom3,039,20210926,8,1,8
718,tom3,039,20210926,8,1,8
719,tom3,039,20210926,8,1,8
720,tom3,039,20210926,8,1,8
721,tom3,040,20210926,8,1,8
722,tom3,042,20210927,8,1,8
723,tom3,042,20210927,8,1,8
724,tom3,044,20210927,8,1,8
725,tom3,045,20210927,7,1,7
726,tom3,046,20210927,7,1,7
727,tom3,048,20210927,7,1,7
728,tom3,048,20210927,7,1,7
729,tom3,050,20210927,7,1,7
730,tom3,051,20210927,0,1,0
731,tom3,054,20210927,8,1,8
732,tom3,054,20210927,8,1,8
733,tom3,056,20210927,8,1,8
734,tom3,056,20210927,8,1,8
735,tom3,057,20210927,9,1,9
736,tom3,058,20210927,7,1,7
737,tom3,058,20210927,7,1,7
738,tom3,058,20210927,8,1,8
739,tom3,061,20210928,9,1,9
740,tom3,061,20210928,9,1,9
741,tom3,062,20210928,8,1,8
742,tom3,062,20210928,8,1,8
743,tom3,065,20210928,8,1,8
744,tom3,065,20210928,8,1,8
745,tom3,066,20210928,8,1,8
746,tom3,067,20210928,7,1,7
747,tom3,068,20210928,7,1,7
748,tom3,068,20210928,8,1,8
749,tom3,068,20210928,8,1,8
750,tom3,070,20210928,8,1,8
751,tom3,070,20210928,8,1,8
752,tom3,076,20210928,7,1,7
753,tom3,078,20210928,7,1,7
754,tom3,078,20210928,7,1,7
755,tom3,078,20210928,8,1,8
756,tom3,078,20210928,8,1,8
757,tom3,078,20210928,8,1,8
758,tom3,080,20210928,8,1,8
759,tom3,080,20210928,8,1,8
760,tom3,082,20210928,9,1,9
761,tom3,083,20210928,7,1,7
762,tom3,084,20210928,7,1,7
763,tom3,086,20210929,8,1,8
764,tom3,086,20210929,8,1,8
765,tom3,087,20210929,7,1,7
766,tom3,087,20210929,7,1,7
767,tom3,088,20210929,9,1,9
768,tom3,096,20210929,8,1,8
769,tom3,096,20210929,8,1,8
770,tom3,096,20210929,8,1,8
771,tom3,099,20210929,7,1,7
772,tom3,035,20211004,9,1,9
