,farm_id,number,date,numberOfFruitPerPlant,numberOfFruitPerTruss,fruitingNode
4207,tom1,050,20211217,1,12,12
4208,tom1,050,20211217,1,13,13
4209,tom1,050,20211217,1,13,13
4210,tom1,050,20211217,1,14,14
4211,tom1,050,20211217,1,14,14
4212,tom1,050,20211217,1,15,15
4213,tom1,050,20211217,1,15,15
4214,tom1,051,20211217,1,13,13
4215,tom1,051,20211217,1,13,13
4216,tom1,051,20211217,1,13,13
4217,tom1,051,20211217,1,14,14
4218,tom1,052,20211217,1,14,14
4219,tom1,052,20211217,1,15,15
4220,tom1,052,20211217,1,15,15
4221,tom1,053,20211217,1,13,13
4222,tom1,053,20211217,1,13,13
4223,tom1,053,20211217,1,14,14
4224,tom1,054,20211217,1,12,12
4225,tom1,054,20211217,1,12,12
4226,tom1,054,20211217,1,13,13
4227,tom1,054,20211217,1,14,14
4228,tom1,055,20211217,1,13,13
4229,tom1,055,20211217,1,14,14
4230,tom1,055,20211217,1,14,14
4231,tom1,056,20211217,1,12,12
4232,tom1,056,20211217,1,12,12
4233,tom1,056,20211217,1,12,12
4234,tom1,056,20211217,1,13,13
4235,tom1,056,20211217,1,14,14
4236,tom1,057,20211217,1,12,12
4237,tom1,057,20211217,1,12,12
4238,tom1,057,20211217,1,13,13
4239,tom1,057,20211217,1,13,13
4240,tom1,057,20211217,1,14,14
4241,tom1,058,20211217,1,13,13
4242,tom1,058,20211217,1,13,13
4243,tom1,058,20211217,1,13,13
4244,tom1,058,20211217,1,14,14
4245,tom1,058,20211217,1,14,14
4246,tom1,058,20211217,1,14,14
4247,tom1,058,20211217,1,15,15
4248,tom1,058,20211217,1,15,15
4249,tom1,058,20211217,1,15,15
4250,tom1,059,20211217,1,12,12
4251,tom1,059,20211217,1,13,13
4252,tom1,059,20211217,1,14,14
4253,tom1,059,20211217,1,14,14
4254,tom1,059,20211217,1,14,14
4255,tom1,060,20211217,1,12,12
4256,tom1,060,20211217,1,12,12
4257,tom1,060,20211217,1,13,13
4258,tom1,060,20211217,1,14,14
4259,tom1,060,20211217,1,14,14
4260,tom1,060,20211217,1,14,14
4261,tom1,060,20211217,1,15,15
4262,tom1,060,20211217,1,15,15
4263,tom1,061,20211218,1,12,12
4264,tom1,061,20211218,1,12,12
4265,tom1,061,20211218,1,12,12
4266,tom1,061,20211218,1,13,13
4267,tom1,061,20211218,1,13,13
4268,tom1,061,20211218,1,13,13
4269,tom1,061,20211218,1,14,14
4270,tom1,061,20211218,1,14,14
4271,tom1,062,20211218,1,12,12
4272,tom1,062,20211218,1,13,13
4273,tom1,062,20211218,1,15,15
4274,tom1,063,20211218,1,11,11
4275,tom1,063,20211218,1,12,12
4276,tom1,063,20211218,1,13,13
4277,tom1,063,20211218,1,13,13
4278,tom1,064,20211218,1,13,13
4279,tom1,064,20211218,1,14,14
4280,tom1,064,20211218,1,14,14
4281,tom1,064,20211218,1,15,15
4282,tom1,064,20211218,1,15,15
4283,tom1,064,20211218,1,15,15
4284,tom1,065,20211218,1,12,12
4285,tom1,065,20211218,1,12,12
4286,tom1,065,20211218,1,13,13
4287,tom1,065,20211218,1,14,14
4288,tom1,065,20211218,1,14,14
4289,tom1,065,20211218,1,14,14
4290,tom1,066,20211218,1,12,12
4291,tom1,066,20211218,1,12,12
4292,tom1,066,20211218,1,13,13
4293,tom1,066,20211218,1,13,13
4294,tom1,067,20211218,1,11,11
4295,tom1,067,20211218,1,11,11
4296,tom1,067,20211218,1,12,12
4297,tom1,067,20211218,1,12,12
4298,tom1,067,20211218,1,13,13
4299,tom1,067,20211218,1,13,13
4300,tom1,068,20211218,1,12,12
4301,tom1,068,20211218,1,13,13
4302,tom1,068,20211218,1,14,14
4303,tom1,068,20211218,1,14,14
4304,tom1,068,20211218,1,15,15
4305,tom1,069,20211218,1,12,12
4306,tom1,069,20211218,1,12,12
4307,tom1,069,20211218,1,12,12
4308,tom1,069,20211218,1,13,13
4309,tom1,069,20211218,1,14,14
4310,tom1,069,20211218,1,14,14
4311,tom1,070,20211218,1,13,13
4312,tom1,070,20211218,1,13,13
4313,tom1,070,20211218,1,14,14
4314,tom1,070,20211218,1,15,15
4315,tom1,071,20211218,1,13,13
4316,tom1,071,20211218,1,14,14
4317,tom1,072,20211218,1,12,12
4318,tom1,072,20211218,1,12,12
4319,tom1,072,20211218,1,13,13
4320,tom1,073,20211218,1,13,13
4321,tom1,073,20211218,1,14,14
4322,tom1,073,20211218,1,14,14
4323,tom1,073,20211218,1,14,14
4324,tom1,073,20211218,1,15,15
4325,tom1,074,20211218,1,13,13
4326,tom1,074,20211218,1,13,13
4327,tom1,074,20211218,1,14,14
4328,tom1,074,20211218,1,15,15
4329,tom1,074,20211218,1,15,15
4330,tom1,074,20211218,1,15,15
4331,tom1,075,20211218,1,12,12
4332,tom1,075,20211218,1,12,12
4333,tom1,075,20211218,1,12,12
4334,tom1,075,20211218,1,13,13
4335,tom1,075,20211218,1,13,13
4336,tom1,075,20211218,1,14,14
4337,tom1,075,20211218,1,14,14
4338,tom1,075,20211218,1,14,14
4339,tom1,076,20211218,1,13,13
4340,tom1,076,20211218,1,14,14
4341,tom1,076,20211218,1,14,14
4342,tom1,077,20211218,1,11,11
4343,tom1,077,20211218,1,11,11
4344,tom1,077,20211218,1,13,13
4345,tom1,077,20211218,1,13,13
4346,tom1,077,20211218,1,14,14
4347,tom1,077,20211218,1,14,14
4348,tom1,078,20211218,1,12,12
4349,tom1,078,20211218,1,12,12
4350,tom1,078,20211218,1,14,14
4351,tom1,079,20211218,1,12,12
4352,tom1,079,20211218,1,12,12
4353,tom1,079,20211218,1,12,12
4354,tom1,079,20211218,1,13,13
4355,tom1,079,20211218,1,13,13
4356,tom1,079,20211218,1,14,14
4357,tom1,080,20211218,1,12,12
4358,tom1,080,20211218,1,12,12
4359,tom1,080,20211218,1,13,13
4360,tom1,080,20211218,1,13,13
4361,tom1,001,20211229,1,14,14
4362,tom1,001,20211229,1,14,14
4363,tom1,001,20211229,1,15,15
4364,tom1,001,20211229,1,16,16
4365,tom1,001,20211229,1,16,16
4366,tom1,001,20211229,1,17,17
4367,tom1,001,20211229,1,17,17
4368,tom1,001,20211229,1,17,17
4369,tom1,002,20211229,1,14,14
4370,tom1,002,20211229,1,14,14
4371,tom1,002,20211229,1,14,14
4372,tom1,002,20211229,1,14,14
4373,tom1,002,20211229,1,14,14
4374,tom1,002,20211229,1,15,15
4375,tom1,002,20211229,1,15,15
4376,tom1,002,20211229,1,15,15
4377,tom1,002,20211229,1,16,16
4378,tom1,002,20211229,1,16,16
4379,tom1,003,20211229,1,14,14
4380,tom1,003,20211229,1,15,15
4381,tom1,003,20211229,1,15,15
4382,tom1,003,20211229,1,15,15
4383,tom1,003,20211229,1,16,16
4384,tom1,005,20211229,1,14,14
4385,tom1,005,20211229,1,14,14
4386,tom1,005,20211229,1,14,14
4387,tom1,005,20211229,1,14,14
4388,tom1,005,20211229,1,14,14
4389,tom1,005,20211229,1,14,14
4390,tom1,005,20211229,1,15,15
4391,tom1,005,20211229,1,15,15
4392,tom1,005,20211229,1,16,16
4393,tom1,006,20211229,1,14,14
4394,tom1,006,20211229,1,14,14
4395,tom1,006,20211229,1,14,14
4396,tom1,006,20211229,1,14,14
4397,tom1,006,20211229,1,14,14
4398,tom1,006,20211229,1,15,15
4399,tom1,006,20211229,1,15,15
4400,tom1,006,20211229,1,15,15
4401,tom1,006,20211229,1,15,15
4402,tom1,006,20211229,1,16,16
4403,tom1,006,20211229,1,16,16
4404,tom1,006,20211229,1,16,16
4405,tom1,007,20211229,1,14,14
4406,tom1,007,20211229,1,14,14
4407,tom1,007,20211229,1,15,15
4408,tom1,007,20211229,1,15,15
4409,tom1,007,20211229,1,15,15
4410,tom1,007,20211229,1,15,15
4411,tom1,007,20211229,1,16,16
4412,tom1,007,20211229,1,16,16
4413,tom1,007,20211229,1,16,16
4414,tom1,007,20211229,1,17,17
4415,tom1,008,20211229,1,15,15
4416,tom1,008,20211229,1,15,15
4417,tom1,008,20211229,1,16,16
4418,tom1,008,20211229,1,16,16
4419,tom1,009,20211229,1,15,15
4420,tom1,009,20211229,1,15,15
4421,tom1,009,20211229,1,15,15
4422,tom1,009,20211229,1,15,15
4423,tom1,009,20211229,1,16,16
4424,tom1,009,20211229,1,16,16
4425,tom1,009,20211229,1,16,16
4426,tom1,009,20211229,1,17,17
4427,tom1,009,20211229,1,17,17
4428,tom1,010,20211229,1,14,14
4429,tom1,010,20211229,1,15,15
4430,tom1,010,20211229,1,15,15
4431,tom1,010,20211229,1,16,16
4432,tom1,010,20211229,1,16,16
4433,tom1,010,20211229,1,16,16
4434,tom1,012,20211229,1,14,14
4435,tom1,012,20211229,1,14,14
4436,tom1,012,20211229,1,14,14
4437,tom1,012,20211229,1,14,14
4438,tom1,012,20211229,1,15,15
4439,tom1,012,20211229,1,15,15
4440,tom1,012,20211229,1,15,15
4441,tom1,013,20211229,1,14,14
4442,tom1,013,20211229,1,14,14
4443,tom1,013,20211229,1,15,15
4444,tom1,014,20211229,1,14,14
4445,tom1,014,20211229,1,14,14
4446,tom1,014,20211229,1,14,14
4447,tom1,014,20211229,1,15,15
4448,tom1,014,20211229,1,15,15
4449,tom1,014,20211229,1,15,15
4450,tom1,014,20211229,1,15,15
4451,tom1,014,20211229,1,16,16
4452,tom1,014,20211229,1,16,16
4453,tom1,015,20211229,1,14,14
4454,tom1,015,20211229,1,14,14
4455,tom1,015,20211229,1,14,14
4456,tom1,015,20211229,1,15,15
4457,tom1,015,20211229,1,15,15
4458,tom1,017,20211229,1,14,14
4459,tom1,017,20211229,1,15,15
4460,tom1,017,20211229,1,15,15
4461,tom1,017,20211229,1,15,15
4462,tom1,017,20211229,1,15,15
4463,tom1,017,20211229,1,16,16
4464,tom1,017,20211229,1,16,16
4465,tom1,018,20211229,1,14,14
4466,tom1,018,20211229,1,14,14
4467,tom1,018,20211229,1,15,15
4468,tom1,018,20211229,1,15,15
4469,tom1,018,20211229,1,15,15
4470,tom1,018,20211229,1,15,15
4471,tom1,018,20211229,1,16,16
4472,tom1,018,20211229,1,16,16
4473,tom1,018,20211229,1,16,16
4474,tom1,018,20211229,1,17,17
4475,tom1,018,20211229,1,17,17
4476,tom1,018,20211229,1,17,17
4477,tom1,019,20211229,1,14,14
4478,tom1,019,20211229,1,14,14
4479,tom1,019,20211229,1,14,14
4480,tom1,019,20211229,1,14,14
4481,tom1,019,20211229,1,15,15
4482,tom1,019,20211229,1,15,15
4483,tom1,019,20211229,1,15,15
4484,tom1,019,20211229,1,16,16
4485,tom1,019,20211229,1,16,16
4486,tom1,019,20211229,1,16,16
4487,tom1,019,20211229,1,17,17
4488,tom1,020,20211229,1,14,14
4489,tom1,020,20211229,1,14,14
4490,tom1,020,20211229,1,14,14
4491,tom1,020,20211229,1,15,15
4492,tom1,031,20211231,1,14,14
4493,tom1,031,20211231,1,14,14
4494,tom1,031,20211231,1,15,15
4495,tom1,031,20211231,1,16,16
4496,tom1,031,20211231,1,16,16
4497,tom1,032,20211231,1,15,15
4498,tom1,032,20211231,1,15,15
4499,tom1,032,20211231,1,15,15
4500,tom1,032,20211231,1,16,16
4501,tom1,032,20211231,1,16,16
4502,tom1,032,20211231,1,17,17
4503,tom1,032,20211231,1,18,18
4504,tom1,033,20211231,1,14,14
4505,tom1,033,20211231,1,15,15
4506,tom1,033,20211231,1,15,15
4507,tom1,033,20211231,1,16,16
4508,tom1,035,20211231,1,15,15
4509,tom1,036,20211231,1,14,14
4510,tom1,036,20211231,1,14,14
4511,tom1,036,20211231,1,15,15
4512,tom1,036,20211231,1,16,16
4513,tom1,036,20211231,1,16,16
4514,tom1,037,20211231,1,14,14
4515,tom1,037,20211231,1,14,14
4516,tom1,037,20211231,1,15,15
4517,tom1,037,20211231,1,15,15
4518,tom1,037,20211231,1,16,16
4519,tom1,037,20211231,1,17,17
4520,tom1,038,20211231,1,15,15
4521,tom1,038,20211231,1,15,15
4522,tom1,039,20211231,1,14,14
4523,tom1,039,20211231,1,14,14
4524,tom1,039,20211231,1,14,14
4525,tom1,039,20211231,1,15,15
4526,tom1,039,20211231,1,15,15
4527,tom1,039,20211231,1,16,16
4528,tom1,040,20211231,1,14,14
4529,tom1,040,20211231,1,14,14
4530,tom1,040,20211231,1,15,15
4531,tom1,040,20211231,1,15,15
4532,tom1,040,20211231,1,16,16
4533,tom1,042,20211231,1,14,14
4534,tom1,042,20211231,1,14,14
4535,tom1,042,20211231,1,15,15
4536,tom1,042,20211231,1,15,15
4537,tom1,042,20211231,1,16,16
4538,tom1,043,20211231,1,14,14
4539,tom1,043,20211231,1,14,14
4540,tom1,043,20211231,1,16,16
4541,tom1,043,20211231,1,17,17
4542,tom1,043,20211231,1,17,17
4543,tom1,044,20211231,1,14,14
4544,tom1,044,20211231,1,15,15
4545,tom1,045,20211231,1,14,14
4546,tom1,045,20211231,1,14,14
4547,tom1,045,20211231,1,15,15
4548,tom1,045,20211231,1,16,16
4549,tom1,046,20211231,1,14,14
4550,tom1,046,20211231,1,15,15
4551,tom1,046,20211231,1,15,15
4552,tom1,046,20211231,1,16,16
4553,tom1,046,20211231,1,16,16
4554,tom1,047,20211231,1,14,14
4555,tom1,047,20211231,1,15,15
4556,tom1,047,20211231,1,15,15
4557,tom1,047,20211231,1,16,16
4558,tom1,048,20211231,1,14,14
4559,tom1,048,20211231,1,14,14
4560,tom1,048,20211231,1,15,15
4561,tom1,048,20211231,1,16,16
4562,tom1,049,20211231,1,14,14
4563,tom1,049,20211231,1,14,14
4564,tom1,049,20211231,1,14,14
4565,tom1,049,20211231,1,15,15
4566,tom1,049,20211231,1,16,16
4567,tom1,049,20211231,1,16,16
4568,tom1,050,20211231,1,14,14
4569,tom1,050,20211231,1,14,14
4570,tom1,050,20211231,1,15,15
4571,tom1,050,20211231,1,15,15
4572,tom2,061,20220101,1,11,11
4573,tom2,061,20220101,1,11,11
4574,tom2,061,20220101,1,12,12
4575,tom2,061,20220101,1,12,12
4576,tom2,061,20220101,1,12,12
4577,tom2,061,20220101,1,12,12
4578,tom2,061,20220101,1,13,13
4579,tom2,061,20220101,1,13,13
4580,tom2,062,20220101,1,11,11
4581,tom2,062,20220101,1,11,11
4582,tom2,062,20220101,1,12,12
4583,tom2,062,20220101,1,12,12
4584,tom2,062,20220101,1,12,12
4585,tom2,062,20220101,1,13,13
4586,tom2,062,20220101,1,13,13
4587,tom2,063,20220101,1,11,11
4588,tom2,063,20220101,1,11,11
4589,tom2,063,20220101,1,12,12
4590,tom2,063,20220101,1,12,12
4591,tom2,063,20220101,1,12,12
4592,tom2,064,20220101,1,11,11
4593,tom2,064,20220101,1,11,11
4594,tom2,064,20220101,1,11,11
4595,tom2,064,20220101,1,11,11
4596,tom2,064,20220101,1,12,12
4597,tom2,064,20220101,1,13,13
4598,tom2,065,20220101,1,11,11
4599,tom2,065,20220101,1,11,11
4600,tom2,065,20220101,1,11,11
4601,tom2,065,20220101,1,12,12
4602,tom2,065,20220101,1,13,13
4603,tom2,065,20220101,1,13,13
4604,tom2,066,20220101,1,11,11
4605,tom2,066,20220101,1,11,11
4606,tom2,066,20220101,1,11,11
4607,tom2,066,20220101,1,12,12
4608,tom2,066,20220101,1,12,12
4609,tom2,066,20220101,1,13,13
4610,tom2,066,20220101,1,13,13
4611,tom2,067,20220101,1,11,11
4612,tom2,067,20220101,1,11,11
4613,tom2,067,20220101,1,12,12
4614,tom2,067,20220101,1,12,12
4615,tom2,067,20220101,1,12,12
4616,tom2,067,20220101,1,13,13
4617,tom2,067,20220101,1,13,13
4618,tom2,067,20220101,1,13,13
4619,tom2,068,20220101,1,11,11
4620,tom2,068,20220101,1,11,11
4621,tom2,068,20220101,1,12,12
4622,tom2,068,20220101,1,12,12
4623,tom2,068,20220101,1,12,12
4624,tom2,068,20220101,1,13,13
4625,tom2,068,20220101,1,13,13
4626,tom2,069,20220101,1,11,11
4627,tom2,069,20220101,1,11,11
4628,tom2,069,20220101,1,12,12
4629,tom2,069,20220101,1,12,12
4630,tom2,069,20220101,1,13,13
4631,tom2,070,20220101,1,11,11
4632,tom2,070,20220101,1,12,12
4633,tom2,070,20220101,1,12,12
4634,tom2,070,20220101,1,12,12
4635,tom2,070,20220101,1,12,12
4636,tom2,070,20220101,1,13,13
4637,tom2,071,20220101,1,11,11
4638,tom2,071,20220101,1,11,11
4639,tom2,071,20220101,1,12,12
4640,tom2,071,20220101,1,12,12
4641,tom2,071,20220101,1,12,12
4642,tom2,071,20220101,1,13,13
4643,tom2,071,20220101,1,13,13
4644,tom2,072,20220101,1,11,11
4645,tom2,072,20220101,1,12,12
4646,tom2,072,20220101,1,12,12
4647,tom2,072,20220101,1,13,13
4648,tom2,072,20220101,1,13,13
4649,tom2,073,20220101,1,11,11
4650,tom2,073,20220101,1,11,11
4651,tom2,073,20220101,1,12,12
4652,tom2,073,20220101,1,12,12
4653,tom2,073,20220101,1,13,13
4654,tom2,074,20220101,1,10,10
4655,tom2,074,20220101,1,10,10
4656,tom2,074,20220101,1,10,10
4657,tom2,074,20220101,1,11,11
4658,tom2,074,20220101,1,11,11
4659,tom2,074,20220101,1,12,12
4660,tom2,074,20220101,1,12,12
4661,tom2,075,20220101,1,11,11
4662,tom2,075,20220101,1,12,12
4663,tom2,075,20220101,1,12,12
4664,tom2,075,20220101,1,13,13
4665,tom2,075,20220101,1,13,13
4666,tom2,076,20220101,1,11,11
4667,tom2,076,20220101,1,11,11
4668,tom2,076,20220101,1,12,12
4669,tom2,076,20220101,1,12,12
4670,tom2,076,20220101,1,13,13
4671,tom2,076,20220101,1,13,13
4672,tom2,076,20220101,1,13,13
4673,tom2,077,20220101,1,11,11
4674,tom2,077,20220101,1,11,11
4675,tom2,077,20220101,1,12,12
4676,tom2,077,20220101,1,12,12
4677,tom2,077,20220101,1,13,13
4678,tom2,078,20220101,1,11,11
4679,tom2,078,20220101,1,12,12
4680,tom2,078,20220101,1,12,12
4681,tom2,079,20220101,1,11,11
4682,tom2,079,20220101,1,12,12
4683,tom2,079,20220101,1,12,12
4684,tom2,079,20220101,1,13,13
4685,tom2,080,20220101,1,12,12
4686,tom2,080,20220101,1,12,12
4687,tom2,080,20220101,1,13,13
4688,tom2,080,20220101,1,13,13
4689,tom2,080,20220101,1,13,13
4690,tom2,081,20220101,1,11,11
4691,tom2,081,20220101,1,11,11
4692,tom2,081,20220101,1,12,12
4693,tom2,081,20220101,1,12,12
4694,tom2,081,20220101,1,13,13
4695,tom2,082,20220101,1,10,10
4696,tom2,082,20220101,1,12,12
4697,tom2,082,20220101,1,13,13
4698,tom2,082,20220101,1,13,13
4699,tom2,083,20220101,1,11,11
4700,tom2,083,20220101,1,11,11
4701,tom2,083,20220101,1,13,13
4702,tom2,083,20220101,1,13,13
4703,tom2,083,20220101,1,13,13
4704,tom2,084,20220101,1,11,11
4705,tom2,084,20220101,1,11,11
4706,tom2,084,20220101,1,11,11
4707,tom2,084,20220101,1,12,12
4708,tom2,085,20220101,1,12,12
4709,tom2,085,20220101,1,12,12
4710,tom2,085,20220101,1,13,13
4711,tom2,085,20220101,1,13,13
4712,tom2,086,20220101,1,12,12
4713,tom2,086,20220101,1,12,12
4714,tom2,086,20220101,1,12,12
4715,tom2,086,20220101,1,13,13
4716,tom2,086,20220101,1,13,13
4717,tom2,087,20220101,1,11,11
4718,tom2,087,20220101,1,11,11
4719,tom2,087,20220101,1,12,12
4720,tom2,087,20220101,1,12,12
4721,tom2,087,20220101,1,12,12
4722,tom2,087,20220101,1,13,13
4723,tom2,087,20220101,1,13,13
4724,tom2,087,20220101,1,13,13
4725,tom2,088,20220101,1,11,11
4726,tom2,088,20220101,1,11,11
4727,tom2,088,20220101,1,12,12
4728,tom2,088,20220101,1,12,12
4729,tom2,088,20220101,1,13,13
4730,tom2,088,20220101,1,13,13
4731,tom2,088,20220101,1,13,13
4732,tom2,089,20220101,1,10,10
4733,tom2,089,20220101,1,11,11
4734,tom2,089,20220101,1,12,12
4735,tom2,089,20220101,1,12,12
4736,tom2,090,20220101,1,10,10
4737,tom2,090,20220101,1,10,10
4738,tom2,090,20220101,1,12,12
4739,tom2,090,20220101,1,12,12
4740,tom2,090,20220101,1,13,13
4741,tom2,090,20220101,1,13,13
4742,tom2,091,20220101,1,10,10
4743,tom2,091,20220101,1,10,10
4744,tom2,091,20220101,1,12,12
4745,tom2,091,20220101,1,12,12
4746,tom2,091,20220101,1,13,13
4747,tom2,091,20220101,1,13,13
4748,tom2,092,20220101,1,11,11
4749,tom2,092,20220101,1,12,12
4750,tom2,092,20220101,1,12,12
4751,tom2,092,20220101,1,13,13
4752,tom2,093,20220101,1,11,11
4753,tom2,093,20220101,1,12,12
4754,tom2,093,20220101,1,13,13
4755,tom2,093,20220101,1,13,13
4756,tom2,094,20220101,1,12,12
4757,tom2,094,20220101,1,12,12
4758,tom2,094,20220101,1,13,13
4759,tom2,095,20220101,1,11,11
4760,tom2,095,20220101,1,12,12
4761,tom2,095,20220101,1,13,13
4762,tom2,095,20220101,1,13,13
4763,tom2,095,20220101,1,13,13
4764,tom2,096,20220101,1,12,12
4765,tom2,096,20220101,1,13,13
4766,tom2,096,20220101,1,13,13
4767,tom2,096,20220101,1,13,13
4768,tom2,097,20220101,1,11,11
4769,tom2,097,20220101,1,12,12
4770,tom2,097,20220101,1,12,12
4771,tom2,098,20220101,1,11,11
4772,tom2,098,20220101,1,12,12
4773,tom2,099,20220101,1,12,12
4774,tom2,099,20220101,1,12,12
4775,tom2,099,20220101,1,13,13
4776,tom2,099,20220101,1,13,13
4777,tom2,100,20220101,1,11,11
4778,tom2,100,20220101,1,12,12
4779,tom2,100,20220101,1,12,12
4780,tom2,100,20220101,1,13,13
4781,tom2,100,20220101,1,13,13
4782,tom2,001,20210907,1,2,2
4783,tom2,001,20210907,1,2,2
4784,tom2,001,20210907,1,3,3
4785,tom2,001,20210907,1,4,4
4786,tom2,002,20210907,1,2,2
4787,tom2,002,20210907,1,2,2
4788,tom2,002,20210907,1,3,3
4789,tom2,002,20210907,1,3,3
4790,tom2,002,20210907,1,4,4
4791,tom2,002,20210907,1,4,4
4792,tom2,003,20210907,1,1,1
4793,tom2,003,20210907,1,2,2
4794,tom2,003,20210907,1,3,3
4795,tom2,003,20210907,1,3,3
4796,tom2,003,20210907,1,3,3
4797,tom2,003,20210907,1,3,3
4798,tom2,003,20210907,1,4,4
4799,tom2,003,20210907,1,4,4
4800,tom2,003,20210907,1,4,4
4801,tom2,004,20210907,1,2,2
4802,tom2,004,20210907,1,2,2
4803,tom2,004,20210907,1,4,4
4804,tom2,004,20210907,1,4,4
4805,tom2,004,20210907,1,4,4
4806,tom2,005,20210907,1,1,1
4807,tom2,005,20210907,1,1,1
4808,tom2,005,20210907,1,2,2
4809,tom2,005,20210907,1,2,2
4810,tom2,005,20210907,1,3,3
4811,tom2,005,20210907,1,3,3
4812,tom2,005,20210907,1,3,3
4813,tom2,005,20210907,1,4,4
4814,tom2,006,20210907,1,2,2
4815,tom2,006,20210907,1,3,3
4816,tom2,006,20210907,1,4,4
4817,tom2,006,20210907,1,4,4
4818,tom2,007,20210907,1,1,1
4819,tom2,007,20210907,1,2,2
4820,tom2,007,20210907,1,4,4
4821,tom2,007,20210907,1,5,5
4822,tom2,007,20210907,1,5,5
4823,tom2,007,20210907,1,5,5
4824,tom2,008,20210907,1,1,1
4825,tom2,008,20210907,1,1,1
4826,tom2,008,20210907,1,2,2
4827,tom2,008,20210907,1,2,2
4828,tom2,008,20210907,1,3,3
4829,tom2,008,20210907,1,3,3
4830,tom2,010,20210907,1,2,2
4831,tom2,011,20210907,1,2,2
4832,tom2,011,20210907,1,2,2
4833,tom2,011,20210907,1,3,3
4834,tom2,011,20210907,1,3,3
4835,tom2,012,20210907,1,3,3
4836,tom2,013,20210907,1,1,1
4837,tom2,013,20210907,1,1,1
4838,tom2,013,20210907,1,4,4
4839,tom2,014,20210907,1,2,2
4840,tom2,014,20210907,1,2,2
4841,tom2,014,20210907,1,3,3
4842,tom2,014,20210907,1,3,3
4843,tom2,014,20210907,1,4,4
4844,tom2,015,20210907,1,2,2
4845,tom2,015,20210907,1,3,3
4846,tom2,015,20210907,1,4,4
4847,tom2,016,20210907,1,3,3
4848,tom2,016,20210907,1,4,4
4849,tom2,016,20210907,1,4,4
4850,tom2,016,20210907,1,4,4
4851,tom2,017,20210907,1,1,1
4852,tom2,017,20210907,1,1,1
4853,tom2,017,20210907,1,1,1
4854,tom2,017,20210907,1,2,2
4855,tom2,017,20210907,1,2,2
4856,tom2,018,20210907,1,3,3
4857,tom2,018,20210907,1,4,4
4858,tom2,018,20210907,1,4,4
4859,tom2,018,20210907,1,4,4
4860,tom2,019,20210907,1,3,3
4861,tom2,019,20210907,1,4,4
4862,tom2,020,20210907,1,1,1
4863,tom2,020,20210907,1,4,4
4864,tom2,021,20210907,1,3,3
4865,tom2,021,20210907,1,4,4
4866,tom2,021,20210907,1,4,4
4867,tom2,022,20210907,1,1,1
4868,tom2,022,20210907,1,1,1
4869,tom2,022,20210907,1,2,2
4870,tom2,022,20210907,1,2,2
4871,tom2,022,20210907,1,4,4
4872,tom2,023,20210907,1,1,1
4873,tom2,023,20210907,1,4,4
4874,tom2,024,20210907,1,2,2
4875,tom2,024,20210907,1,4,4
4876,tom2,025,20210907,1,1,1
4877,tom2,025,20210907,1,2,2
4878,tom2,025,20210907,1,2,2
4879,tom2,025,20210907,1,2,2
4880,tom2,025,20210907,1,2,2
4881,tom2,025,20210907,1,3,3
4882,tom2,025,20210907,1,3,3
4883,tom2,025,20210907,1,4,4
4884,tom2,025,20210907,1,4,4
4885,tom2,025,20210907,1,4,4
4886,tom2,026,20210907,1,2,2
4887,tom2,026,20210907,1,2,2
4888,tom2,026,20210907,1,2,2
4889,tom2,026,20210907,1,2,2
4890,tom2,026,20210907,1,3,3
4891,tom2,027,20210907,1,2,2
4892,tom2,027,20210907,1,2,2
4893,tom2,027,20210907,1,2,2
4894,tom2,027,20210907,1,3,3
4895,tom2,027,20210907,1,3,3
4896,tom2,027,20210907,1,3,3
4897,tom2,027,20210907,1,4,4
4898,tom2,028,20210907,1,2,2
4899,tom2,028,20210907,1,2,2
4900,tom2,028,20210907,1,2,2
4901,tom2,028,20210907,1,2,2
4902,tom2,028,20210907,1,3,3
4903,tom2,028,20210907,1,3,3
4904,tom2,028,20210907,1,4,4
4905,tom2,028,20210907,1,4,4
4906,tom2,029,20210907,1,2,2
4907,tom2,029,20210907,1,2,2
4908,tom2,029,20210907,1,2,2
4909,tom2,029,20210907,1,2,2
4910,tom2,030,20210907,1,2,2
4911,tom2,030,20210907,1,2,2
4912,tom2,030,20210907,1,3,3
4913,tom2,030,20210907,1,3,3
4914,tom2,030,20210907,1,3,3
4915,tom2,030,20210907,1,3,3
4916,tom2,030,20210907,1,4,4
4917,tom2,031,20210907,1,2,2
4918,tom2,031,20210907,1,2,2
4919,tom2,031,20210907,1,3,3
4920,tom2,031,20210907,1,3,3
4921,tom2,032,20210907,1,4,4
4922,tom2,032,20210907,1,4,4
4923,tom2,032,20210907,1,4,4
4924,tom2,033,20210907,1,2,2
4925,tom2,033,20210907,1,2,2
4926,tom2,033,20210907,1,4,4
4927,tom2,033,20210907,1,4,4
4928,tom2,034,20210907,1,3,3
4929,tom2,034,20210907,1,3,3
4930,tom2,034,20210907,1,3,3
4931,tom2,034,20210907,1,3,3
4932,tom2,034,20210907,1,4,4
4933,tom2,034,20210907,1,4,4
4934,tom2,034,20210907,1,4,4
4935,tom2,035,20210907,1,2,2
4936,tom2,035,20210907,1,2,2
4937,tom2,035,20210907,1,2,2
4938,tom2,035,20210907,1,3,3
4939,tom2,036,20210907,1,3,3
4940,tom2,036,20210907,1,3,3
